# Données détaillées de chaque cascade de faillites
step,nb_entites_faillie,volume_actifs_detruits,volume_creances_annulees,volume_passif_efface,actif_systeme_avant,passif_systeme_avant,liquidite_systeme_avant,nb_entites_avant,ratio_destruction,ratio_contagion,nb_contamines,nb_deja_fragiles,passif_median_failli
394,2,741.0391,3465.7094,744.8096,456259.0829,271756.5655,30179.5196,347,0.001624,0.0,0,2,376.5986
396,1,296.8624,1515.1223,299.3498,456782.2509,272509.1496,29826.4645,345,0.00065,0.0,0,1,299.3498
398,2,635.5279,3101.6757,637.9325,459206.1907,273367.5267,29776.3154,344,0.001384,0.0,0,2,343.7437
399,1,320.3358,1598.1998,322.8123,456634.0938,272636.3586,30410.0942,343,0.000702,0.0,0,1,322.8123
400,1,384.8922,1784.5263,387.2868,457039.9022,273228.0301,30031.1309,343,0.000842,0.0,0,1,387.2868
401,1,339.755,1601.3605,340.6246,456067.2638,272843.0055,30549.8883,342,0.000745,0.0,0,1,340.6246
402,2,739.7624,3418.1111,744.0182,455343.3231,272686.5032,30863.1662,341,0.001625,0.0,0,2,390.3049
403,1,348.8853,1655.1602,348.9196,453183.4924,272788.0201,30484.4433,339,0.00077,0.0,0,1,348.9196
404,1,435.3243,1936.9136,436.3636,454411.9596,274004.6052,29374.5188,338,0.000958,0.0,0,1,436.3636
405,1,366.4323,1716.9726,367.024,453788.3702,273737.7901,29661.3293,337,0.000807,0.0,0,1,367.024
406,1,331.3194,1642.0271,333.5324,453917.028,273952.6924,29538.2342,337,0.00073,0.0,0,1,333.5324
407,1,323.2459,1602.283,324.0176,452865.1711,273260.8288,30343.3673,336,0.000714,0.0,0,1,324.0176
409,1,415.5925,1883.3678,417.3623,453139.6851,273154.3349,30998.2221,337,0.000917,0.0,0,1,417.3623
410,1,358.4909,1753.927,360.7142,451994.0064,273034.7386,31108.8296,336,0.000793,0.0,0,1,360.7142
411,2,697.5557,3461.3311,702.815,452457.2128,273993.6061,30189.6415,335,0.001542,0.0,0,2,357.1264
412,1,476.1173,2055.7808,476.179,450567.7499,274103.4393,29761.1307,333,0.001057,0.0,0,1,476.179
413,1,362.584,1742.9049,362.6053,448721.2946,273206.438,30558.6115,332,0.000808,0.0,0,1,362.6053
415,1,427.4843,1920.888,428.1611,449548.3297,273605.1725,30507.0647,331,0.000951,0.0,0,1,428.1611
417,1,380.5644,1828.2554,383.6393,449072.5121,273298.3534,31052.6173,330,0.000847,0.0,0,1,383.6393
418,2,919.2085,4162.8879,926.1637,447884.6504,273177.9459,31117.1026,330,0.002052,0.0,0,2,497.718
421,2,866.1611,3922.9461,869.331,449823.4196,275854.0156,28484.1165,331,0.001926,0.0,0,2,444.9224
422,1,450.2146,2045.6542,453.3866,445661.9742,274118.7521,29680.0557,329,0.00101,0.0,0,1,453.3866
423,1,469.3799,2083.9096,469.9324,446108.1698,274798.5159,28862.1916,328,0.001052,0.0,0,1,469.9324
424,1,357.4886,1789.3681,360.7016,446332.6452,275078.277,28428.0068,327,0.000801,0.0,0,1,360.7016
425,2,756.1699,3655.1937,761.0876,444996.1086,273978.2101,29487.4299,326,0.001699,0.0,0,2,401.3826
426,2,878.4234,3917.1121,880.7078,441361.2438,272830.8802,30181.5743,325,0.00199,0.0,0,2,506.6077
427,1,349.3203,1758.8247,350.6585,437455.2261,271890.849,30533.7113,324,0.000799,0.0,0,1,350.6585
428,1,334.6913,1659.45,335.2628,436232.085,271595.8724,30754.2888,323,0.000767,0.0,0,1,335.2628
429,1,381.481,1836.2084,383.6162,435185.542,271443.4309,30847.6435,323,0.000877,0.0,0,1,383.6162
432,2,831.1386,3932.7098,834.5717,436800.2927,272004.2222,30681.2282,322,0.001903,0.0,0,2,423.8702
436,1,488.652,2181.7008,489.3135,439079.6601,273520.3177,29378.2242,323,0.001113,0.0,0,1,489.3135
438,2,822.4711,3854.3363,825.0262,439666.4684,273249.5469,29693.457,322,0.001871,0.0,0,2,426.9783
439,1,439.4076,2000.9546,441.5967,436771.1389,272817.7926,29576.6792,322,0.001006,0.0,0,1,441.5967
442,1,450.9536,2056.6978,452.2282,438430.8258,272884.5475,29945.6908,324,0.001029,0.0,0,1,452.2282
445,1,391.6257,1920.2466,394.6412,440038.6977,273330.9261,29922.9629,324,0.00089,0.0,0,1,394.6412
447,2,872.1943,4157.4577,876.0789,440697.1602,273200.944,30219.9873,323,0.001979,0.0,0,2,446.0613
448,2,798.963,3930.0914,802.6862,437701.862,273055.381,29742.0453,321,0.001825,0.0,0,2,420.4257
449,1,385.7979,1886.3587,386.9845,433843.2966,272047.3412,30186.8363,319,0.000889,0.0,0,1,386.9845
450,1,427.0179,2044.8235,428.0861,432323.3884,271532.5092,30541.483,318,0.000988,0.0,0,1,428.0861
456,1,516.58,2358.8283,519.1294,440359.1506,273302.5777,29955.5658,322,0.001173,0.0,0,1,519.1294
460,1,469.5108,2247.1527,472.1027,443724.0292,273650.2603,30278.124,323,0.001058,0.0,0,1,472.1027
468,1,460.9453,2189.3821,464.7488,452215.8733,274862.1347,30987.4583,325,0.001019,0.0,0,1,464.7488
472,2,902.5045,4418.7632,907.6143,457512.0622,276621.9191,29868.3931,324,0.001973,0.0,0,2,503.6447
473,1,537.1564,2454.1496,539.5651,454219.256,276214.0634,29659.1449,324,0.001183,0.0,0,1,539.5651
478,1,554.2985,2476.237,556.4545,460470.6437,276711.6172,30310.5935,328,0.001204,0.0,0,1,556.4545
487,1,394.4368,2030.5102,396.775,469989.9038,278125.4066,31290.7883,332,0.000839,0.0,0,1,396.775
488,1,598.9843,2610.3473,602.0208,468690.3615,277954.4627,31375.8805,331,0.001278,0.0,0,1,602.0208
490,1,449.4878,2218.9261,452.1022,468880.1938,278684.4173,30651.3992,330,0.000959,0.0,0,1,452.1022
493,1,467.6928,2264.1362,469.8242,471893.0526,279322.8933,30524.0587,332,0.000991,0.0,0,1,469.8242
494,1,383.9334,2049.0421,385.1126,471295.2839,279503.5904,30187.1833,331,0.000815,0.0,0,1,385.1126
495,1,409.1164,2116.6632,411.178,469863.1814,278873.5657,30739.0654,330,0.000871,0.0,0,1,411.178
498,1,402.3805,2088.6305,405.9174,470946.4482,279089.6685,31005.7975,331,0.000854,0.0,0,1,405.9174
500,1,541.3317,2331.7438,544.8466,471253.3293,279226.3331,31052.9876,331,0.001149,0.0,0,1,544.8466
501,1,597.8804,2690.3335,597.9891,470424.6692,279450.2413,30583.495,331,0.001271,0.0,0,1,597.9891
506,1,395.3354,2061.0203,396.8323,475172.9852,279913.2896,31014.976,331,0.000832,0.0,0,1,396.8323
507,1,522.3827,2511.0076,523.0724,473610.7954,279442.8996,31359.2247,330,0.001103,0.0,0,1,523.0724
508,1,376.195,2055.7329,376.4162,471767.3061,279184.2117,31382.4029,331,0.000797,0.0,0,1,376.4162
510,1,473.1573,2303.0624,476.0636,472299.3226,279588.8925,31140.8585,331,0.001002,0.0,0,1,476.0636
513,1,413.642,2144.7996,414.6095,473938.1152,280438.8198,30664.377,333,0.000873,0.0,0,1,414.6095
516,1,579.4277,2645.9964,580.4119,475099.9924,280424.364,31105.7384,333,0.00122,0.0,0,1,580.4119
520,1,537.2109,2565.7845,538.1966,478034.5456,281233.8107,30954.7461,337,0.001124,0.0,0,1,538.1966
521,2,875.4462,4625.98,878.7594,475677.215,280463.4322,31493.1045,336,0.00184,0.0,0,2,451.6453
525,4,1798.6732,9215.4868,1808.671,477279.2717,281447.4022,30799.2902,335,0.003769,0.0,0,4,450.8667
528,1,549.6776,2695.6665,552.5843,471582.5248,280729.0741,30473.4877,331,0.001166,0.0,0,1,552.5843
533,1,368.0816,2130.568,371.4583,474710.9632,280581.4311,31314.6037,331,0.000775,0.0,0,1,371.4583
535,1,365.446,2010.027,368.1636,476601.9684,282054.143,29972.643,332,0.000767,0.0,0,1,368.1636
541,2,1195.7035,5785.8669,1201.5126,481685.3983,282206.4535,31089.2511,334,0.002482,0.0,0,2,627.511
542,1,525.6338,2632.8915,525.7949,475812.003,281079.4486,31289.9287,334,0.001105,0.0,0,1,525.7949
543,2,720.9978,4199.0989,725.2071,473463.9162,280489.4173,31597.1924,333,0.001523,0.0,0,2,375.7298
544,1,353.7028,2083.9717,356.1065,471373.3179,281193.543,30395.7246,331,0.00075,0.0,0,1,356.1065
546,1,336.4699,1819.3067,336.9476,470932.9692,280522.7542,31216.6443,332,0.000714,0.0,0,1,336.9476
550,1,338.6927,2026.2204,339.0146,473160.6288,280864.592,31572.1271,336,0.000716,0.0,0,1,339.0146
552,1,360.2441,2131.888,362.7482,474629.11,282014.1758,30611.3091,336,0.000759,0.0,0,1,362.7482
554,2,830.817,4646.0634,833.5976,474824.5757,281638.4804,31206.5586,336,0.00175,0.0,0,2,433.6334
557,2,806.5371,4493.7367,811.8113,474786.3318,282520.1175,30361.648,337,0.001699,0.0,0,2,406.6967
558,1,387.4127,2182.1128,389.3212,470127.8108,281182.3625,31187.7054,336,0.000824,0.0,0,1,389.3212
559,1,457.8218,2486.9892,461.3793,470996.4769,282481.2125,29777.4798,335,0.000972,0.0,0,1,461.3793
562,1,455.1054,2477.9588,455.3973,470434.5861,281055.055,31672.6933,337,0.000967,0.0,0,1,455.3973
