# Métadonnées des entités surveillées
entity_id,creation_step,death_step,still_alive,n_records
7818,765,766,0,4
7877,771,772,0,4
7950,778,779,0,4
7979,781,782,0,4
7980,781,782,0,4
8004,783,784,0,4
8025,785,786,0,4
8073,790,791,0,4
8121,794,795,0,4
8158,797,798,0,4
8209,804,805,0,3
8248,807,808,0,3
8275,810,811,0,3
8285,811,812,0,3
8286,812,813,0,3
8344,818,819,0,3
8390,823,824,0,3
8438,827,828,0,3
8439,827,828,0,3
8459,830,831,0,3
8490,832,833,0,3
8495,832,833,0,3
8505,833,834,0,3
8512,834,835,0,3
8540,837,838,0,3
8566,839,840,0,3
8583,841,842,0,3
8639,847,848,0,3
8697,854,855,0,2
8698,854,855,0,2
8704,855,856,0,2
8713,856,857,0,2
8758,859,860,0,2
8778,862,863,0,2
8803,864,865,0,2
8805,864,865,0,2
8821,866,867,0,2
8871,871,872,0,2
8873,871,872,0,2
8920,875,876,0,2
8921,875,876,0,2
8928,876,877,0,2
8953,878,879,0,2
8988,881,882,0,2
8991,881,882,0,2
9004,882,883,0,2
9005,882,883,0,2
9033,885,886,0,2
9044,885,886,0,2
9051,886,887,0,2
9057,886,887,0,2
9065,886,887,0,2
9084,888,889,0,2
9098,890,891,0,2
9120,892,893,0,2
9177,899,900,0,2
9211,902,903,0,1
9232,904,905,0,1
9262,908,909,0,1
9366,919,920,0,1
9425,925,926,0,1
9472,929,930,0,1
9480,930,931,0,1
9534,935,936,0,1
9567,938,939,0,1
9573,939,940,0,1
9635,947,948,0,1
9661,950,951,0,1
9754,960,961,0,0
9759,960,961,0,0
9833,969,970,0,0
9835,969,970,0,0
9838,969,970,0,0
9865,971,972,0,0
9869,972,973,0,0
9875,972,973,0,0
9921,977,978,0,0
9927,978,979,0,0
9943,980,981,0,0
9967,983,984,0,0
10002,987,988,0,0
10008,988,989,0,0
10013,988,989,0,0
10105,998,999,0,0
10108,999,,1,0
