# Historiques d'entités surveillées (snapshots toutes les freq_snapshot étapes)
entity_id,step,alive,creation_step,actif_liquide,actif_prete,actif_endoinvesti,actif_exoinvesti,actif_total,passif_inne,passif_endoinvesti,passif_exoinvesti,passif_total,extraction,interest_received,interest_paid,depreciation
1,0,1,0,9.793077,0.0,2.198269,0.0,11.991347,5.0,2.198269,0.0,7.198269,2.236068,0.0,0.0,0.244721
1,10,1,0,19.84887,0.0,27.086404,0.0,46.935274,5.0,27.086404,0.0,32.086404,40.939056,0.0,0.0,5.995128
1,20,1,0,34.041459,20.761307,55.437945,0.0,110.240711,5.0,55.437945,0.0,60.437945,64.703567,11.795467,0.0,13.193596
1,30,1,0,56.92715,20.761307,114.266498,0.0,191.954955,5.0,114.266498,0.0,119.266498,92.047395,16.850667,0.0,27.183818
1,40,1,0,51.762107,115.47959,139.15307,0.0,306.394767,5.0,139.15307,0.0,144.15307,114.437823,37.511049,0.0,37.509059
1,50,1,0,66.979598,204.380474,183.047375,0.0,454.407447,5.0,183.047375,0.0,188.047375,130.618902,67.11576,0.0,49.721983
1,60,1,0,47.640586,358.855759,233.202928,0.0,639.699272,5.0,233.202928,0.0,238.202928,148.021852,101.596514,0.0,64.32654
1,70,1,0,56.533618,544.79329,277.66809,0.0,878.994998,5.0,277.66809,0.0,282.66809,162.008099,152.940834,0.0,75.653207
1,80,1,0,67.830509,773.334076,334.152543,0.0,1175.317128,5.0,334.152543,0.0,339.152543,177.044611,210.326477,0.0,91.048958
1,90,1,0,149.279735,975.213764,409.590417,0.0,1534.083916,5.0,409.590417,0.0,414.590417,195.040572,273.65306,0.0,109.926844
1,100,1,0,171.781899,1334.931117,459.532015,0.0,1966.245031,5.0,459.532015,0.0,464.532015,211.032215,348.470514,0.0,127.341614
1,110,1,0,223.507548,1777.04503,501.004848,0.0,2501.557426,5.0,501.004848,0.0,506.004848,217.273041,453.136077,0.0,135.096724
1,120,1,0,107.818469,2501.464868,534.092344,0.0,3143.375681,5.0,534.092344,0.0,539.092344,228.791017,566.437505,0.0,153.410268
1,130,1,0,115.4236,3235.631006,572.118,0.0,3923.172606,5.0,572.118,0.0,577.118,238.441034,707.212684,0.0,165.856793
1,140,1,0,215.484385,4035.472995,618.414788,0.0,4869.372168,5.0,618.414788,0.0,623.414788,244.518941,877.36987,0.0,175.689248
1,150,1,0,253.648635,4995.728932,732.10283,0.0,5981.480397,5.0,732.10283,0.0,737.10283,258.013224,1057.692174,0.0,203.597168
1,160,1,0,182.08261,6145.219655,905.41305,0.0,7232.715315,5.0,905.41305,0.0,910.41305,292.157125,1221.816956,0.0,262.739163
1,170,1,0,325.136853,7470.338992,923.506558,0.0,8718.982403,5.0,923.506558,0.0,928.506558,301.357017,1449.215361,0.0,264.305291
1,180,1,0,187.93834,9334.895738,934.691701,0.0,10457.52578,5.0,934.691701,0.0,939.691701,300.939085,1711.573787,0.0,273.969495
1,190,1,0,258.24871,10576.377323,1286.243551,0.0,12120.869585,5.0,1286.243551,0.0,1291.243551,326.844733,1914.903037,0.0,343.961084
1,200,1,0,820.964872,9952.806637,1818.557746,0.0,12592.329256,5.0,1818.557746,0.0,1823.557746,389.935234,1889.405748,0.0,464.847416
1,210,1,0,360.167544,11408.823353,1795.837721,0.0,13564.828618,5.0,1795.837721,0.0,1800.837721,427.129322,1806.870402,0.0,516.627943
1,220,1,0,758.232084,10864.837511,1902.27318,0.0,13525.342775,5.0,1902.27318,0.0,1907.27318,424.51089,1851.57086,0.0,504.914079
1,230,1,0,335.833683,12512.134095,1674.168414,0.0,14522.136192,5.0,1674.168414,0.0,1679.168414,423.579911,1771.589267,0.0,491.022357
1,240,1,0,360.733161,13352.825995,1798.665807,0.0,15512.224964,5.0,1798.665807,0.0,1803.665807,420.512489,1886.26869,0.0,505.885829
1,250,1,0,517.594212,13526.074784,1745.806171,0.0,15789.475166,5.0,1745.806171,0.0,1750.806171,421.615643,1854.626749,0.0,490.74407
1,260,1,0,338.925547,14849.882916,1689.627736,0.0,16878.436199,5.0,1689.627736,0.0,1694.627736,418.675824,1889.063856,0.0,491.516171
1,270,1,0,367.043501,15838.851012,1830.217505,0.0,18036.112018,5.0,1830.217505,0.0,1835.217505,421.293338,1982.680167,0.0,510.764024
1,280,1,0,350.122012,17118.375253,1745.61006,0.0,19214.107325,5.0,1745.61006,0.0,1750.61006,426.594774,2171.105732,0.0,508.891444
