# Statistiques résumées des distributions par grandeur et par pas
step,name,n,mean,std,min,q10,q25,median,q75,q90,q99,max
230,passif_total,141,1387.3793,399.1406,17.7622,1128.2358,1257.3264,1398.1176,1434.7822,1569.1812,2501.0503,2552.645
230,actif_liquide,141,137.7704,55.6451,8.311,103.4395,118.0862,132.931,137.2904,158.7101,354.9556,368.0948
230,actif_total,141,1854.0137,1494.8492,21.0732,1236.3532,1373.3208,1526.6863,1567.0103,1723.2039,7564.8769,7989.801
230,ratio_L_P,141,0.1001,0.0335,0.0292,0.0905,0.0929,0.0973,0.0994,0.1016,0.1452,0.4679
230,taux_interne,141,0.0146,0.0092,0.0099,0.0126,0.0132,0.0134,0.0141,0.0149,0.0282,0.1186
230,levier_entite,141,0.869,0.153,0.3089,0.9062,0.9128,0.9142,0.918,0.9201,0.9392,0.9842
240,passif_total,144,1475.919,351.4174,311.603,1198.3777,1344.2503,1449.9675,1502.1232,1607.0077,2526.8469,2535.0585
240,actif_liquide,144,140.608,42.8901,11.9913,109.4928,125.0457,137.6458,141.0879,161.0458,307.5685,317.6057
240,actif_total,144,1979.1175,1593.8259,318.5943,1303.1181,1466.7178,1585.69,1634.9186,1763.9206,8227.6511,8742.8877
240,ratio_L_P,144,0.0944,0.0103,0.0385,0.089,0.0914,0.0961,0.098,0.1003,0.1218,0.1253
240,taux_interne,144,0.0133,0.0018,0.0099,0.0125,0.0129,0.0131,0.0136,0.0144,0.0168,0.0283
240,levier_entite,144,0.8702,0.1557,0.286,0.911,0.9137,0.915,0.9189,0.9211,0.941,0.9781
250,passif_total,148,1545.7393,380.5861,341.7295,1307.8258,1398.0635,1497.8848,1557.1788,1651.4741,2730.9579,2743.5643
250,actif_liquide,148,148.2466,52.2284,11.9913,116.7146,131.8428,142.1678,144.8669,164.0861,363.0665,368.9242
250,actif_total,148,2073.9118,1714.5013,360.4369,1423.7895,1520.7552,1633.9544,1694.4198,1801.5869,8916.0931,9519.9751
250,ratio_L_P,148,0.0943,0.0112,0.0311,0.0883,0.0906,0.0955,0.097,0.0998,0.1331,0.1345
250,taux_interne,148,0.013,0.0019,0.0095,0.0123,0.0127,0.0129,0.0134,0.0138,0.0208,0.027
250,levier_entite,148,0.8721,0.1544,0.2806,0.9114,0.9143,0.9156,0.9195,0.9215,0.9438,0.9822
260,passif_total,159,1558.8841,378.8517,251.3651,1296.7067,1457.007,1540.1674,1607.1064,1696.2419,2630.7732,2656.3753
260,actif_liquide,159,137.3686,31.5288,11.9913,114.1896,132.8001,144.5728,148.0432,150.7175,219.4721,301.8834
