pas,nb_entites_vivantes,nb_faillites,actifs_detruits,creances_annulees,volume_prets_actifs,nb_prets_actifs,actif_total_systeme,passif_total_systeme,liquidite_totale
1,11,0,0.0,0.0,0,0,131.9048,94.5714,92.3334
2,11,0,0.0,0.0,0,0,160.4794,130.0128,85.4666
3,11,0,0.0,0.0,0,0,193.5805,164.0079,84.5727
4,12,0,0.0,0.0,0,0,242.2352,206.6869,95.5483
5,13,0,0.0,0.0,0,0,296.5345,253.5608,107.9737
6,13,0,0.0,0.0,0,0,344.5898,296.4097,113.1801
7,13,0,0.0,0.0,0,0,395.9133,340.9012,120.0121
8,13,0,0.0,0.0,0,0,450.2197,387.4028,127.8169
9,13,0,0.0,0.0,0,0,507.3125,436.1053,136.2073
10,13,0,0.0,0.0,0,0,567.0398,487.0924,144.9474
11,13,0,0.0,0.0,0,0,629.2733,540.3828,153.8906
12,14,0,0.0,0.0,0,0,705.8891,604.5516,171.3375
13,14,0,0.0,0.0,0,0,775.3945,665.5789,179.8156
14,14,0,0.0,0.0,0,0,847.4918,728.6456,188.8462
15,15,0,0.0,0.0,0,0,933.985,802.4158,206.5691
16,16,0,0.0,0.0,0,0,1025.3364,881.5163,223.8201
17,16,0,0.0,0.0,0,0,1109.8429,957.1824,232.6605
18,16,0,0.0,0.0,0,0,1197.1102,1034.7399,242.3702
19,17,0,0.0,0.0,0,0,1298.8898,1122.9353,260.9544
20,17,0,0.0,0.0,0,0,1393.6213,1207.8445,270.7768
21,17,0,0.0,0.0,0,0,1490.966,1294.7012,281.2648
22,18,0,0.0,0.0,0,0,1602.7007,1392.1973,300.5034
23,19,0,0.0,0.0,0,0,1719.2683,1494.9725,319.2958
24,19,0,0.0,0.0,24.9611,1,1853.9118,1611.7393,312.2114
25,20,0,0.0,0.0,50.5493,2,2005.9285,1734.3914,320.9878
26,20,0,0.0,0.0,50.5493,2,2127.3495,1832.7919,344.0084
27,21,0,0.0,0.0,77.3484,3,2289.5213,1963.977,353.1959
28,22,0,0.0,0.0,104.7321,4,2459.2598,2097.7722,366.7555
29,23,0,0.0,0.0,132.6863,5,2636.5072,2235.4116,383.4093
30,23,0,0.0,0.0,132.6863,5,2780.7485,2349.1781,413.884
31,23,0,0.0,0.0,132.6863,5,2926.8109,2470.2443,438.8802
32,23,0,0.0,0.0,132.6863,5,3074.7547,2596.8314,460.237
33,23,0,0.0,0.0,132.6863,5,3224.5754,2727.7302,479.1588
34,23,0,0.0,0.0,132.6863,5,3376.2265,2862.1059,496.4343
35,23,0,0.0,0.0,132.6863,5,3529.6358,2999.3697,512.5797
36,24,0,0.0,0.0,164.2682,6,3728.2882,3169.8003,514.2196
37,24,0,0.0,0.0,164.2682,6,3890.3141,3308.6282,537.4177
38,24,0,0.0,0.0,164.2682,6,4053.7471,3451.9222,557.5567
39,24,0,0.0,0.0,164.2682,6,4218.5575,3598.662,575.6274
40,26,0,0.0,0.0,197.656,7,4442.0592,3788.7039,585.6992
41,26,0,0.0,0.0,299.0905,10,4718.9725,4011.2286,538.6534
42,27,0,0.0,0.0,370.6215,12,4985.2566,4204.8165,544.8187
43,27,0,0.0,0.0,370.6215,12,5175.7828,4339.9538,600.2075
44,29,0,0.0,0.0,446.736,14,5466.7124,4559.4367,605.5397
45,30,0,0.0,0.0,523.2599,16,5758.1767,4771.4443,613.4725
46,31,0,0.0,0.0,560.7697,17,6018.601,4956.567,656.2643
47,31,0,0.0,0.0,595.7891,18,6270.6112,5142.2241,687.5979
48,31,0,0.0,0.0,595.7891,18,6489.6255,5309.4761,739.3603
49,31,0,0.0,0.0,595.7891,18,6709.0727,5488.8743,779.4092
50,31,0,0.0,0.0,595.7891,18,6929.1225,5676.7007,811.6327
51,33,0,0.0,0.0,752.8315,22,7330.8721,5997.5766,745.464
52,34,0,0.0,0.0,835.7851,24,7662.4548,6236.388,760.2817
53,35,0,0.0,0.0,879.0627,25,7962.0828,6449.2778,808.7423
54,35,0,0.0,0.0,922.969,26,8256.2567,6665.9553,842.3324
55,35,0,0.0,0.0,922.969,26,8508.2979,6857.9573,902.3716
56,35,0,0.0,0.0,922.969,26,8760.274,7063.9195,948.3855
57,35,0,0.0,0.0,922.969,26,9012.3807,7279.3999,985.0119
58,35,0,0.0,0.0,922.969,26,9264.709,7501.4095,1015.3305
59,36,0,0.0,0.0,1054.2608,29,9660.5645,7828.4275,957.8763
60,36,0,0.0,0.0,1054.2608,29,9922.6825,8033.8088,1014.6129
61,37,0,0.0,0.0,1100.7081,30,10242.8311,8292.8862,1034.2368
62,37,0,0.0,0.0,1150.6892,31,10560.5577,8548.202,1046.6665
63,37,0,0.0,0.0,1150.6892,31,10829.9638,8767.3966,1096.8781
64,37,0,0.0,0.0,1150.6892,31,11098.8643,8996.8998,1136.2753
65,38,0,0.0,0.0,1249.1521,33,11477.8239,9310.8056,1107.8662
66,38,0,0.0,0.0,1300.6446,34,11805.8783,9570.6418,1124.5919
67,38,0,0.0,0.0,1300.6446,34,12083.1167,9794.1974,1178.2747
68,38,0,0.0,0.0,1300.6446,34,12359.4926,10028.9044,1219.9436
69,39,0,0.0,0.0,1446.0567,37,12792.5338,10381.3477,1160.1294
70,41,0,0.0,0.0,1546.8988,39,13202.0973,10688.6791,1171.5193
71,42,0,0.0,0.0,1700.1169,42,13663.8386,11024.7873,1148.9343
72,42,0,0.0,0.0,1752.306,43,14021.8003,11270.6212,1208.873
73,42,0,0.0,0.0,1807.3018,44,14382.7762,11531.3012,1254.1733
74,43,0,0.0,0.0,1953.5888,47,14846.9244,11872.5651,1235.7705
75,43,0,0.0,0.0,1953.5888,47,15161.0332,12092.72,1329.7243
76,43,0,0.0,0.0,1953.5888,47,15473.218,12335.8607,1398.7686
77,45,0,0.0,0.0,2256.9846,53,16111.1913,12823.7034,1255.5033
78,45,0,0.0,0.0,2256.9846,53,16440.3572,13034.5314,1373.8412
79,45,0,0.0,0.0,2256.9846,53,16767.0673,13275.6967,1459.386
80,47,0,0.0,0.0,2318.3537,54,17177.1211,13597.0116,1496.7558
81,48,0,0.0,0.0,2375.0523,55,17578.4428,13913.5121,1529.8784
82,48,0,0.0,0.0,2436.4729,56,17978.0127,14229.7711,1551.7687
83,49,0,0.0,0.0,2497.9834,57,18392.1929,14555.3748,1583.8347
84,50,0,0.0,0.0,2558.8096,58,18811.0287,14884.9885,1617.2305
85,50,0,0.0,0.0,2609.3064,59,19212.8713,15203.5744,1649.9905
86,50,0,0.0,0.0,2791.247,62,19746.2925,15617.3491,1587.6964
87,50,0,0.0,0.0,2906.3777,64,20217.0798,15958.2321,1602.47
88,53,0,0.0,0.0,3084.4718,67,20787.6153,16366.4985,1601.645
89,53,0,0.0,0.0,3207.3353,69,21285.3167,16707.3164,1635.665
90,55,0,0.0,0.0,3394.6477,73,21873.1278,17113.9955,1639.4846
91,55,0,0.0,0.0,3512.2632,75,22380.9976,17451.6291,1692.1053
92,55,0,0.0,0.0,3562.4113,76,22822.2465,17750.9854,1783.8497
93,56,0,0.0,0.0,3625.3367,77,23286.49,18088.5879,1852.5655
94,56,0,0.0,0.0,3744.2469,79,23799.0431,18471.7072,1863.089
95,56,0,0.0,0.0,3744.2469,79,24193.5744,18766.9674,1962.3601
96,56,0,0.0,0.0,3744.2469,79,24585.23,19084.9458,2036.0373
97,56,0,0.0,0.0,3744.2469,79,24974.2958,19417.5729,2092.476
98,57,0,0.0,0.0,3934.5203,82,25563.2043,19901.2085,2012.4754
99,57,0,0.0,0.0,3934.5203,82,25958.5286,20211.6081,2097.4002
100,57,0,0.0,0.0,3934.5203,82,26350.9337,20540.0909,2161.3225
101,58,0,0.0,0.0,4156.7396,85,26974.8396,21044.1902,2063.9098
102,58,0,0.0,0.0,4156.7396,85,27373.6409,21347.1656,2159.7358
103,60,0,0.0,0.0,4419.3624,89,28055.8271,21872.5908,2063.8739
104,60,0,0.0,0.0,4419.3624,89,28467.6171,22162.2656,2185.9891
105,60,0,0.0,0.0,4561.9639,91,29018.3614,22581.2186,2175.1788
106,60,0,0.0,0.0,4561.9639,91,29426.6286,22888.3469,2276.3178
107,60,0,0.0,0.0,4561.9639,91,29831.3898,23218.3153,2351.1106
108,60,0,0.0,0.0,4561.9639,91,30232.9124,23562.8206,2408.1279
109,60,0,0.0,0.0,4561.9639,91,30631.3598,23916.274,2453.1219
110,60,0,0.0,0.0,4561.9639,91,31026.8256,24274.9085,2489.9532
111,60,0,0.0,0.0,4561.9639,91,31419.3581,24636.1812,2521.213
112,61,0,0.0,0.0,4780.4477,94,32039.4514,25159.9068,2404.0969
113,63,0,0.0,0.0,5030.0936,97,32711.4978,25670.6551,2325.7491
114,63,0,0.0,0.0,5176.4957,99,33271.405,26062.4441,2347.4653
115,64,0,0.0,0.0,5380.4478,102,33900.6101,26501.3297,2338.8326
116,64,0,0.0,0.0,5380.4478,102,34321.1305,26779.3277,2481.355
117,65,0,0.0,0.0,5526.2556,104,34895.0435,27203.5853,2490.2026
118,65,0,0.0,0.0,5604.2119,105,35395.169,27567.4159,2548.5411
119,67,0,0.0,0.0,5689.6284,106,35924.3498,27962.8084,2606.913
120,67,0,0.0,0.0,5985.5624,110,36646.7421,28499.7896,2496.3901
121,67,0,0.0,0.0,6047.6716,111,37142.7514,28830.8925,2599.1873
122,67,0,0.0,0.0,6047.6716,111,37573.3581,29141.417,2719.2695
123,67,0,0.0,0.0,6047.6716,111,37999.5469,29480.1197,2806.7556
124,68,0,0.0,0.0,6133.0794,112,38519.0315,29905.1074,2820.8446
125,69,0,0.0,0.0,6375.4858,115,39199.7757,30436.6794,2732.6106
126,69,0,0.0,0.0,6468.9724,116,39728.5329,30820.5591,2784.0014
127,69,0,0.0,0.0,6556.3674,117,40248.709,31206.7836,2830.5581
128,70,0,0.0,0.0,6648.2193,118,40782.6206,31609.7678,2874.6335
129,70,0,0.0,0.0,6727.1068,119,41295.5736,32001.1436,2917.3232
130,70,0,0.0,0.0,6812.5457,120,41812.9773,32401.0632,2949.3684
131,70,0,0.0,0.0,6812.5457,120,42242.2867,32741.5942,3038.1468
132,70,0,0.0,0.0,6812.5457,120,42667.1884,33100.2853,3104.3574
133,70,0,0.0,0.0,6812.5457,120,43087.8784,33470.0435,3155.2891
134,71,0,0.0,0.0,7005.5716,122,43709.5011,33989.8066,3069.123
135,72,0,0.0,0.0,7185.4567,124,44325.2717,34465.8977,3033.9172
136,72,0,0.0,0.0,7265.7956,125,44836.0552,34845.2196,3085.04
137,77,0,0.0,0.0,7707.5603,131,45765.1407,35526.9736,2915.6068
138,77,0,0.0,0.0,7862.9451,134,46384.7228,35911.7027,2995.075
139,77,0,0.0,0.0,7952.7165,135,46938.2222,36266.1228,3104.3829
140,77,0,0.0,0.0,8036.2443,136,47482.6602,36640.6766,3190.7392
141,77,0,0.0,0.0,8205.6605,138,48110.1433,37092.5406,3196.9422
142,77,0,0.0,0.0,8205.6605,138,48567.4423,37417.9546,3328.8272
143,78,0,0.0,0.0,8387.0562,140,49212.9799,37910.1302,3305.7934
144,79,0,0.0,0.0,8683.2219,143,49979.5004,38467.368,3223.9105
145,79,0,0.0,0.0,8936.4292,146,50699.3963,38952.2731,3205.6939
146,81,0,0.0,0.0,9086.1969,148,51339.0959,39366.0955,3291.8035
147,82,0,0.0,0.0,9261.455,150,52002.1089,39809.4607,3341.1932
148,82,0,0.0,0.0,9508.5495,153,52730.5042,40301.7864,3330.1683
149,83,0,0.0,0.0,9770.9569,156,53487.3996,40800.1409,3331.3018
150,83,0,0.0,0.0,9951.8785,158,54157.6986,41224.9018,3395.9183
151,84,0,0.0,0.0,10206.528,161,54911.2494,41719.5945,3405.1269
152,84,0,0.0,0.0,10307.2052,162,55505.3631,42092.346,3525.8119
153,84,0,0.0,0.0,10409.8192,163,56096.9459,42493.4908,3613.6359
154,85,0,0.0,0.0,10674.0089,166,56857.7803,43032.9644,3575.8069
155,86,0,0.0,0.0,10771.3605,167,57458.7148,43435.1603,3682.194
156,86,0,0.0,0.0,10864.1405,168,58045.6169,43849.8927,3761.5836
157,86,0,0.0,0.0,11192.1589,171,58864.4096,44443.3952,3658.8555
158,87,0,0.0,0.0,11299.4806,172,59474.0807,44847.6006,3761.9995
159,87,0,0.0,0.0,11480.3683,174,60148.0924,45318.0944,3784.6297
160,88,0,0.0,0.0,11585.9197,175,60756.8176,45740.7764,3870.1215
161,88,0,0.0,0.0,11749.1365,177,61413.9955,46212.9367,3891.9222
162,89,0,0.0,0.0,12189.0508,181,62357.6846,46883.3541,3730.2797
163,89,0,0.0,0.0,12189.0508,181,62858.8608,47177.5855,3937.2245
164,89,0,0.0,0.0,12307.255,182,63471.495,47608.4405,4000.7995
165,90,0,0.0,0.0,12549.8028,185,64215.9192,48143.5945,3972.522
166,91,0,0.0,0.0,12810.3878,188,64984.6017,48673.6244,3955.5895
167,91,0,0.0,0.0,13035.6016,190,65712.2075,49156.0773,3975.5286
168,92,0,0.0,0.0,13325.4717,193,66513.3833,49687.3141,3960.5976
169,92,0,0.0,0.0,13435.3619,194,67129.1469,50070.4049,4083.3801
170,93,0,0.0,0.0,13673.8354,196,67880.1537,50579.2919,4092.0264
171,93,0,0.0,0.0,13767.3262,197,68479.8433,50971.8029,4205.7143
172,95,0,0.0,0.0,13890.8699,198,69128.3187,51426.8344,4285.6143
173,95,0,0.0,0.0,14128.0857,200,69872.0152,51960.5254,4258.404
174,95,0,0.0,0.0,14234.5176,201,70488.1055,52384.2505,4344.3375
175,98,0,0.0,0.0,15078.1058,209,71873.1441,53365.4043,3919.6341
176,98,0,0.0,0.0,15224.7822,211,72557.8939,53695.0065,4128.1053
177,99,0,0.0,0.0,15478.0154,214,73355.5971,54161.7372,4210.8445
178,100,0,0.0,0.0,15949.7235,219,74376.6777,54797.9965,4128.9578
179,101,0,0.0,0.0,16336.6878,223,75321.5701,55339.6794,4150.2029
180,102,0,0.0,0.0,16478.2302,225,76027.6308,55706.6471,4352.7535
181,104,0,0.0,0.0,17216.7086,233,77344.4036,56553.7668,4093.9282
182,104,0,0.0,0.0,17316.957,234,78020.8599,56848.2724,4375.6305
183,104,0,0.0,0.0,17316.957,234,78589.5796,57148.6838,4643.9388
184,104,0,0.0,0.0,17418.2354,235,79251.2487,57591.6751,4761.3382
185,104,0,0.0,0.0,17779.0964,238,80166.2603,58240.4193,4666.7446
186,104,0,0.0,0.0,17930.3821,239,80869.285,58699.7356,4759.1674
187,105,0,0.0,0.0,18187.7603,241,81684.6167,59258.2621,4763.5942
188,106,0,0.0,0.0,18712.5663,246,82772.46,59995.2173,4594.6765
189,106,0,0.0,0.0,19108.6604,249,83728.5986,60570.1299,4579.8083
190,108,0,0.0,0.0,19357.3856,252,84557.8598,61041.4981,4698.9761
191,108,0,0.0,0.0,19896.3577,257,85664.0022,61728.091,4579.5535
192,108,0,0.0,0.0,20020.0488,258,86356.7502,62074.308,4802.3934
193,108,0,0.0,0.0,20158.0741,259,87056.4414,62487.9231,4950.4442
194,109,0,0.0,0.0,20431.4721,262,87896.6964,63038.5856,4971.6387
195,109,0,0.0,0.0,20585.5127,263,88610.4444,63493.4526,5076.4791
196,110,0,0.0,0.0,20724.6437,264,89315.1842,63966.5531,5173.9873
197,110,0,0.0,0.0,20850.4039,265,89996.4682,64441.691,5254.3733
198,110,0,0.0,0.0,21168.5831,267,90864.964,65064.0979,5182.283
199,110,0,0.0,0.0,21168.5831,267,91411.546,65427.9613,5365.0016
200,112,0,0.0,0.0,21294.5122,268,92099.9246,65941.9098,5423.5026
201,113,0,0.0,0.0,21773.3216,271,93133.6845,66702.5922,5222.7707
202,113,0,0.0,0.0,22347.0574,275,94264.7087,67449.3356,5033.3157
203,113,0,0.0,0.0,22491.5944,276,94968.2395,67823.6333,5218.0118
204,113,0,0.0,0.0,22491.5944,276,95520.1023,68142.1644,5451.3435
205,116,0,0.0,0.0,22658.181,277,96265.9145,68663.8252,5523.9082
206,116,0,0.0,0.0,23366.6289,282,97525.4563,69552.4791,5186.3483
207,116,0,0.0,0.0,23431.2034,283,98157.1212,69875.2908,5430.6269
208,116,0,0.0,0.0,24009.1852,287,99294.0774,70621.5573,5243.3348
209,118,0,0.0,0.0,24439.7742,291,100306.4024,71209.6182,5247.01
210,119,0,0.0,0.0,24662.5766,293,101113.6695,71637.0103,5409.0825
211,123,0,0.0,0.0,25103.7986,296,102178.0266,72283.6488,5405.5793
212,123,0,0.0,0.0,25230.2606,297,102903.8419,72668.6103,5619.9709
213,124,0,0.0,0.0,25374.0956,298,103656.5887,73129.8338,5772.6592
214,127,0,0.0,0.0,26117.3715,303,105033.7993,74064.3986,5487.0292
215,127,0,0.0,0.0,26300.7814,304,105844.1169,74484.9493,5693.3862
216,128,0,0.0,0.0,26884.3305,309,107060.5701,75245.4718,5570.7679
217,130,0,0.0,0.0,27037.71,310,107869.2361,75663.9388,5817.5872
218,131,0,0.0,0.0,27360.6811,312,108838.5082,76258.8924,5873.9347
219,131,0,0.0,0.0,27929.554,317,110050.8094,77024.6306,5751.6248
220,132,0,0.0,0.0,28122.1051,318,110900.8758,77483.3961,5955.3746
221,132,0,0.0,0.0,28303.0369,319,111728.5645,77977.3965,6108.131
222,132,0,0.0,0.0,28465.0795,320,112530.6226,78491.605,6233.9381
223,132,0,0.0,0.0,28656.7301,321,113355.2794,79051.38,6307.1694
224,134,0,0.0,0.0,29115.9685,324,114464.8183,79823.8688,6194.9809
225,135,0,0.0,0.0,29332.0859,325,115333.9853,80372.3289,6304.5705
226,136,0,0.0,0.0,30246.0889,331,116903.1492,81431.4065,5905.6537
227,137,0,0.0,0.0,30314.0675,332,117640.4932,81760.7178,6250.708
228,138,0,0.0,0.0,30625.3743,334,118617.8792,82356.0786,6326.4264
229,139,0,0.0,0.0,31294.7643,338,119958.3066,83213.9031,6144.6392
230,139,0,0.0,0.0,31619.1211,340,120951.6683,83752.1491,6275.3981
231,139,0,0.0,0.0,32045.1367,343,122040.3175,84387.5694,6302.6113
232,140,0,0.0,0.0,32187.3281,344,122852.3199,84826.2861,6538.7057
233,140,0,0.0,0.0,33072.1223,349,124394.3594,85837.7753,6184.4617
234,140,0,0.0,0.0,33072.1223,349,125054.235,86103.1833,6578.9294
235,140,0,0.0,0.0,33225.9182,350,125856.6961,86585.6519,6745.126
236,140,0,0.0,0.0,33608.6958,352,126879.5707,87265.5645,6705.3104
237,140,0,0.0,0.0,34168.0606,355,128073.4683,88041.1959,6564.2118
238,141,0,0.0,0.0,34385.4036,356,128933.8302,88526.3402,6727.0864
239,142,0,0.0,0.0,34679.8275,358,129872.659,89104.6361,6798.1954
240,143,0,0.0,0.0,34908.391,359,130748.5883,89647.0116,6908.1858
241,144,0,0.0,0.0,35103.4886,360,131592.7238,90188.1748,7021.0604
242,144,0,0.0,0.0,35334.0136,361,132461.2792,90768.4378,7078.8278
243,145,0,0.0,0.0,36368.4356,367,134139.1428,91923.1968,6572.5103
244,145,0,0.0,0.0,36760.4762,369,135176.913,92447.9351,6693.5016
245,147,0,0.0,0.0,37093.2703,371,136172.4373,92971.5789,6842.5881
246,147,0,0.0,0.0,37884.7013,376,137613.1028,93836.1592,6627.2423
247,147,0,0.0,0.0,38346.4913,379,138725.251,94387.568,6726.1917
248,147,0,0.0,0.0,38992.3145,383,140014.991,95083.9729,6673.7036
249,147,0,0.0,0.0,39209.3787,384,140871.4751,95448.5264,6948.57
250,147,0,0.0,0.0,39400.1775,385,141692.246,95866.6642,7160.4043
251,147,0,0.0,0.0,39919.5281,388,142832.2884,96566.7735,7080.9867
252,149,0,0.0,0.0,40376.1832,390,143928.1653,97200.0274,7096.9547
253,150,0,0.0,0.0,40589.9434,391,144782.7383,97650.4342,7292.3607
254,150,0,0.0,0.0,42338.5729,402,147160.8216,99216.1101,6356.1386
255,150,0,0.0,0.0,42338.5729,402,147801.3562,99247.3237,6965.4596
256,150,0,0.0,0.0,42338.5729,402,148429.2717,99456.8924,7383.8063
257,150,0,0.0,0.0,43004.6884,406,149711.486,100250.3001,7206.4975
258,150,0,0.0,0.0,43487.9559,408,150806.5758,100844.5769,7224.0429
259,151,0,0.0,0.0,43911.5244,410,151847.2447,101396.4318,7294.2884
260,151,0,0.0,0.0,44157.6087,412,152702.5594,101826.2764,7473.6743
261,151,0,0.0,0.0,44432.7347,413,153578.0969,102318.5935,7581.7687
262,151,0,0.0,0.0,44686.1381,414,154423.2629,102815.1998,7676.925
263,153,0,0.0,0.0,44951.1609,415,155295.3995,103352.6632,7756.5753
264,153,0,0.0,0.0,45359.9905,417,156292.124,103987.8441,7709.2894
265,153,0,0.0,0.0,45541.2056,418,157062.9303,104436.6791,7850.0456
266,154,0,0.0,0.0,45848.3326,419,157963.3127,105012.5531,7872.427
267,156,0,0.0,0.0,46102.4094,420,158825.5063,105555.4764,7947.6205
268,156,0,0.0,0.0,47101.8629,424,160413.4926,106615.6548,7475.9749
269,156,0,0.0,0.0,47444.8043,426,161354.1266,107055.2653,7634.057
270,156,0,0.0,0.0,47736.2214,427,162235.6303,107494.7198,7784.6891
271,156,0,0.0,0.0,48257.0275,430,163337.8776,108128.114,7732.7361
272,156,0,0.0,0.0,48711.8646,432,164368.2748,108684.6784,7751.7318
273,157,0,0.0,0.0,48983.5885,433,165220.7196,109113.6228,7908.5083
274,157,0,0.0,0.0,49589.0985,436,166396.901,109806.3326,7786.4699
275,158,0,0.0,0.0,50502.3002,440,167888.6616,110670.6345,7505.7269
276,159,0,0.0,0.0,51405.0496,445,169378.5194,111427.9163,7340.5535
277,159,0,0.0,0.0,51854.2382,448,170411.1209,111796.247,7555.6357
278,160,0,0.0,0.0,52487.9995,451,171633.7759,112357.2125,7588.5639
279,161,0,0.0,0.0,52648.1427,452,172387.3857,112586.2205,7958.0226
280,161,0,0.0,0.0,52880.3595,453,173199.6338,112962.7827,8161.4916
281,161,0,0.0,0.0,53383.3814,455,174275.2064,113579.7973,8117.0277
282,161,0,0.0,0.0,54554.6633,460,176013.8901,114636.7528,7627.4741
283,162,0,0.0,0.0,54790.2191,462,176828.1627,114878.0323,7969.9113
284,162,0,0.0,0.0,55404.1229,465,178009.208,115473.4521,7941.633
285,162,0,0.0,0.0,55608.3266,466,178775.9689,115759.7193,8217.923
286,163,0,0.0,0.0,55790.9809,467,179523.1735,116113.3752,8433.8173
287,164,0,0.0,0.0,56438.775,469,180735.1486,116849.9647,8266.409
288,165,0,0.0,0.0,57712.382,475,182580.7917,117961.3939,7732.0158
289,167,0,0.0,0.0,58755.138,482,184219.3527,118739.805,7559.4096
290,168,0,0.0,0.0,59142.7903,485,185211.1501,118989.2271,7919.1327
291,169,0,0.0,0.0,59309.8375,486,185984.3699,119187.618,8331.9144
292,171,0,0.0,0.0,59894.1835,488,187184.8527,119805.8806,8339.7886
293,171,0,0.0,0.0,60829.4417,492,188726.9456,120646.5798,8105.9241
294,171,0,0.0,0.0,61678.6465,497,190184.5823,121339.7068,8021.2291
295,172,0,0.0,0.0,61992.7573,498,191115.8225,121625.9131,8357.1521
296,172,0,0.0,0.0,62317.7848,499,192046.694,122006.247,8582.6623
297,173,0,0.0,0.0,63429.1891,504,193766.7093,123002.5408,8199.9794
298,173,0,0.0,0.0,63946.2591,506,194889.5234,123441.3185,8366.9458
299,173,0,0.0,0.0,65460.8438,515,197002.0126,124616.8802,7789.2886
300,173,0,0.0,0.0,66023.0298,517,198164.1581,124928.3953,8077.733
301,173,0,0.0,0.0,67356.493,525,200088.9745,125857.2141,7740.2673
302,173,0,0.0,0.0,67802.8903,528,201126.3893,126044.2412,8144.2578
303,173,0,0.0,0.0,68210.3147,530,202115.4506,126318.4426,8451.6934
304,173,0,0.0,0.0,69479.0975,535,203956.2482,127279.1807,8062.9699
305,174,0,0.0,0.0,70229.7517,539,205289.2825,127748.5459,8180.985
306,174,0,0.0,0.0,70425.4837,540,206060.3735,127848.012,8656.8778
307,174,0,0.0,0.0,71395.2377,544,207594.2215,128626.5931,8442.3907
308,174,0,0.0,0.0,71645.46,545,208404.0549,128819.4608,8809.1341
309,174,0,0.0,0.0,72358.6891,547,209665.7254,129439.0551,8737.9811
310,174,0,0.0,0.0,73728.7512,553,211577.0951,130481.9351,8236.4088
311,174,0,0.0,0.0,74394.0237,556,212782.9144,130858.8619,8400.0289
312,175,0,0.0,0.0,75984.7656,564,214918.7922,131931.1645,7877.862
313,176,0,0.0,0.0,76618.6096,568,216109.6866,132158.1496,8212.9275
314,177,0,0.0,0.0,77852.3412,574,217904.8355,132902.224,8035.2703
315,177,0,0.0,0.0,78286.3609,576,218897.1491,133011.7453,8484.0428
316,177,0,0.0,0.0,79787.9039,583,220948.191,133998.2263,8047.0608
317,180,0,0.0,0.0,80297.3929,585,222042.5504,134164.0702,8481.0873
318,181,0,0.0,0.0,81439.6146,590,223759.8607,134886.9327,8338.3133
319,181,0,0.0,0.0,82347.1843,594,225249.5766,135384.7488,8422.6435
320,181,0,0.0,0.0,82589.1288,595,226068.7782,135430.0054,8954.644
321,181,0,0.0,0.0,84307.5093,601,228351.6374,136663.5834,8285.5448
322,181,0,0.0,0.0,84498.3231,602,229107.0753,136601.2735,8912.4788
323,181,0,0.0,0.0,84773.2478,603,229933.5117,136783.2962,9281.9676
324,181,0,0.0,0.0,87541.2345,614,233241.0495,138813.8983,7790.9167
325,182,0,0.0,0.0,87823.284,617,234084.5421,138625.954,8545.304
326,182,0,0.0,0.0,88449.1498,619,235258.2714,138899.9753,8819.1464
327,182,0,0.0,0.0,90502.8705,628,237851.9109,140247.5099,8011.5305
328,182,0,0.0,0.0,91131.7118,632,239024.1303,140328.0836,8474.3348
329,183,0,0.0,0.0,91471.6182,633,239910.0302,140349.3369,9004.0752
330,183,0,0.0,0.0,94018.7702,644,242990.8447,142065.5435,7821.531
331,183,0,0.0,0.0,94205.3233,645,243719.3815,141741.0237,8688.0346
332,183,0,0.0,0.0,95504.2169,650,245546.3167,142457.7255,8499.3743
333,184,0,0.0,0.0,97247.6746,659,247825.6826,143421.3334,8076.6746
334,184,0,0.0,0.0,97397.5501,660,248511.0322,143117.3629,8916.1192
335,184,0,0.0,0.0,97840.5971,662,249476.0374,143272.7744,9282.666
336,184,0,0.0,0.0,99925.6699,668,252072.138,144681.0252,8385.4429
337,184,0,0.0,0.0,101047.8154,673,253706.304,145116.7846,8461.7041
338,184,0,0.0,0.0,102863.8468,682,256028.1986,146050.1443,8034.2075
339,185,0,0.0,0.0,103241.8774,684,256923.8036,145837.5672,8769.3589
340,187,0,0.0,0.0,105692.5363,695,259902.7736,147309.1655,7836.0717
341,187,0,0.0,0.0,106129.2951,697,260874.0171,147052.2062,8627.5158
342,187,0,0.0,0.0,106458.9512,698,261726.9037,146959.728,9243.2245
343,187,0,0.0,0.0,106806.6286,699,262584.34,147062.4779,9650.2335
344,188,0,0.0,0.0,107693.5802,701,263980.1496,147667.3945,9559.1749
345,189,0,0.0,0.0,109445.4619,706,266244.3962,148838.8983,8905.0361
346,190,0,0.0,0.0,109659.3692,707,266982.6306,148716.6705,9556.5909
347,191,0,0.0,0.0,111348.3226,712,269191.9636,149823.9289,8974.712
348,191,0,0.0,0.0,113422.8466,719,271788.3696,150998.8264,8321.6966
349,191,0,0.0,0.0,113761.1086,721,272648.4902,150737.756,9104.6255
350,191,0,0.0,0.0,114714.1098,724,274109.6013,151143.2396,9207.2518
351,192,0,0.0,0.0,117456.449,734,277363.304,152829.5086,8037.3464
352,192,0,0.0,0.0,118032.3208,737,278457.0446,152609.9238,8774.8
353,193,0,0.0,0.0,118457.4416,738,279400.2686,152515.7309,9392.0961
354,193,0,0.0,0.0,118917.7257,739,280365.7632,152624.5564,9788.4812
355,194,0,0.0,0.0,120407.4406,743,282360.3395,153575.5089,9347.3901
356,194,0,0.0,0.0,121887.1738,747,284341.2548,154361.1781,9062.9029
