pas,nb_entites_vivantes,nb_faillites,actifs_detruits,creances_annulees,volume_prets_actifs,nb_prets_actifs,actif_total_systeme,passif_total_systeme,liquidite_totale
1278,174,0,0.0,0.0,174790.0439,374,337848.3405,155671.0334,8257.2632
1279,175,0,0.0,0.0,176584.2175,377,339849.7938,156220.496,7920.0803
1280,177,0,0.0,0.0,178183.663,381,341685.3822,156534.7194,7851.9998
1281,177,1,464.695,2426.9721,176615.3912,380,339901.7398,155837.7597,8333.5889
1282,177,0,0.0,0.0,177649.9142,381,341174.7572,155879.5428,8530.3002
1283,177,1,320.0459,1924.3256,177206.4233,380,340655.0991,155978.3378,8355.338
1284,177,0,0.0,0.0,177939.7856,381,341624.6412,155812.1867,8757.6689
1285,176,1,514.3965,2531.1506,176451.8518,378,339850.4436,155470.1547,8808.4372
1286,176,0,0.0,0.0,178101.9101,380,341714.7353,156085.6034,8407.2218
1287,177,0,0.0,0.0,179659.9788,382,343496.7232,156511.2761,8210.4684
1288,177,0,0.0,0.0,180807.7,384,344867.1928,156576.4942,8367.9987
1289,176,1,436.949,2317.9403,179223.5721,380,343065.1316,155959.246,8762.3135
1290,174,2,714.3031,3965.5098,176318.5142,371,339649.551,155419.7757,8781.261
1291,174,1,418.9604,2255.4973,175722.408,369,338828.1351,155613.7569,8361.9703
1292,174,0,0.0,0.0,177604.8926,372,340899.1085,156247.0149,7917.201
1293,174,1,423.7644,2335.9089,176404.8998,371,339477.0624,155795.8264,8146.3362
1294,174,0,0.0,0.0,176913.4237,372,340177.8353,155399.9263,8734.4853
1295,174,0,0.0,0.0,177949.0162,373,341398.2376,155555.5011,8763.7203
1296,176,0,0.0,0.0,180264.5272,376,343916.5527,156627.9206,7904.1049
1297,175,2,884.9119,4610.972,176519.3402,370,339510.7717,155521.4895,8344.9421
1298,176,1,319.0586,1892.4107,176522.092,369,339422.9123,155863.2613,7917.559
1299,176,0,0.0,0.0,177135.8732,370,340263.0981,155481.4488,8525.7761
1300,176,0,0.0,0.0,179310.0382,374,342657.5797,156380.5616,7846.9799
1301,176,0,0.0,0.0,180177.7112,376,343748.6609,156143.5374,8307.4123
1302,176,0,0.0,0.0,181568.5637,378,345357.4347,156414.1999,8254.671
1303,177,0,0.0,0.0,183089.4014,380,347104.6323,156761.8774,8138.3535
1304,178,0,0.0,0.0,183727.4451,381,347980.5303,156452.9559,8690.1294
1305,178,0,0.0,0.0,185368.7611,383,349853.415,157011.5644,8363.0894
1306,177,1,422.456,2269.4658,184530.5687,381,348821.6195,156889.9088,8286.142
1307,178,0,0.0,0.0,186075.2971,383,350595.4422,157254.6865,8155.4586
1308,177,1,382.2592,1999.6492,185217.0593,381,349584.5301,156903.0875,8349.3833
1309,177,0,0.0,0.0,186285.604,382,350870.1474,156944.6257,8524.9177
1310,177,1,636.5247,2855.7691,184989.3346,380,349159.5554,156751.1815,8304.0393
1311,176,1,312.1282,1885.5161,184404.3527,378,348479.542,156632.2821,8322.9072
1312,176,0,0.0,0.0,185473.9642,379,349754.4717,156668.6798,8491.8277
1313,177,0,0.0,0.0,187620.4612,382,352111.7343,157515.4435,7860.8296
1314,176,1,437.8016,2318.674,186210.3678,380,350478.3689,156846.707,8301.2942
1315,176,0,0.0,0.0,187647.9973,382,352117.4289,157128.5642,8220.8674
1316,177,0,0.0,0.0,188567.1176,383,353246.4105,157024.9472,8539.3457
1317,177,0,0.0,0.0,190197.6389,385,355083.1126,157511.0311,8259.4425
1318,177,0,0.0,0.0,192193.1772,388,357282.0333,158157.6088,7816.2474
1319,180,0,0.0,0.0,193222.7627,390,358551.8901,158007.5494,8221.578
1320,180,0,0.0,0.0,195209.0189,393,360766.353,158633.6057,7823.7284
1321,179,1,329.723,1962.8892,193912.9865,389,359382.1799,157877.7933,8486.4001
1322,182,0,0.0,0.0,195494.8214,391,361224.2923,158327.4423,8312.0286
1323,181,1,478.6338,2409.0037,194212.2085,387,359715.7816,157900.6759,8507.8972
1324,180,1,328.8406,1926.3461,193858.525,385,359283.8747,158003.1632,8322.1866
1325,179,1,359.6003,2013.7408,192985.4904,383,358289.6279,157710.6746,8488.4629
1326,178,1,514.6579,2557.7324,192658.4054,382,357670.719,158077.3922,7824.9214
1327,179,0,0.0,0.0,193216.2562,383,358457.984,157588.2532,8548.4747
1328,179,1,400.9779,2126.5513,193397.4547,379,358472.2902,158151.6379,7818.1976
1329,180,0,0.0,0.0,195119.8495,383,360438.255,158478.4551,7739.9504
1330,179,2,713.4551,4095.9915,192272.6006,377,357135.1037,157733.8025,8023.7006
1331,180,0,0.0,0.0,194122.7647,380,359236.3853,158222.7479,7790.8727
1332,180,0,0.0,0.0,194805.6558,381,360172.1923,157810.1306,8456.4059
1333,180,0,0.0,0.0,195757.3857,382,361367.4927,157791.2217,8718.8852
1334,176,4,1761.9786,9091.6525,188592.3683,369,352675.4301,156768.1634,8194.8984
1335,176,1,545.5093,2649.898,187251.1609,367,351003.4788,156392.49,8239.8279
1336,176,1,391.9575,2141.4395,187103.837,367,350680.4351,156672.2455,7784.3526
1337,176,1,579.8128,2700.6166,185958.7078,366,349181.4993,156317.4442,7785.3473
1338,175,1,439.1575,2301.0027,184295.7391,363,347300.0948,155462.3659,8416.9899
1339,175,1,479.3861,2360.6535,182857.9206,360,345599.7519,154977.6095,8639.2218
1340,175,1,304.1918,1821.1467,182088.0539,358,344743.5438,154835.2639,8695.226
1341,175,1,419.3858,2149.8348,181401.4583,356,343856.2206,154885.9467,8443.8156
1342,174,1,294.3303,1804.3947,180754.4111,354,343126.0113,154763.8946,8477.7056
1343,174,0,0.0,0.0,182903.6522,357,345471.8668,155638.8876,7799.3271
1344,174,1,448.0852,2257.7243,182159.7853,356,344490.3964,155408.0711,7792.54
1345,175,0,0.0,0.0,182496.9663,357,345041.8644,154805.8464,8614.0517
1346,176,1,357.5923,2022.8498,181384.607,356,343800.7694,154515.9022,8780.2603
1347,177,0,0.0,0.0,183252.0718,358,345887.9514,155301.7669,8219.1127
1348,176,1,516.1207,2493.6901,182656.3815,357,345009.2354,155406.8865,7825.9674
1349,176,0,0.0,0.0,183281.7267,358,345865.3729,155016.5914,8447.0548
1350,176,0,0.0,0.0,185390.7629,361,348197.115,155856.9765,7829.3756
1351,177,0,0.0,0.0,186026.9247,362,349069.0918,155472.3305,8454.8365
1352,177,1,545.4008,2616.9294,185549.5764,360,348287.8735,155791.7336,7831.5635
1353,177,0,0.0,0.0,187193.2408,364,350170.7564,156110.4919,7752.0237
1354,175,2,803.0368,4535.9082,184202.5897,360,346615.1638,155525.5342,7762.04
1355,174,1,473.9321,2432.8377,182331.4148,358,344490.7552,154591.6001,8437.7403
1356,173,1,295.1548,1846.5994,181515.3905,356,343584.2267,154382.1181,8551.7182
1357,173,0,0.0,0.0,182230.2831,357,344488.7279,154281.0814,8842.3634
1358,173,0,0.0,0.0,184775.1372,360,347215.4136,155548.0001,7757.2763
1359,174,0,0.0,0.0,186298.5118,363,348934.9156,155757.0405,7749.3633
1360,175,1,462.4843,2265.2869,185222.8352,360,347617.7757,155275.7059,7994.2346
1361,173,2,726.9478,4088.9953,181696.5985,355,343578.1886,154162.333,8584.2572
1362,171,2,816.6224,4441.259,179013.726,350,340268.0274,153988.5878,8120.7136
1363,170,1,365.6195,2085.952,178776.9992,349,339838.1327,154189.2969,7721.8366
1364,170,0,0.0,0.0,180251.9682,352,341478.4476,154367.8047,7708.6746
1365,167,3,1148.5685,6310.7569,175429.3873,343,335672.0523,153398.2005,7679.4645
1366,168,0,0.0,0.0,175947.3759,344,336343.2941,152911.7807,8324.1375
1367,167,1,542.2262,2613.1039,174340.9305,342,334342.4143,152421.9424,8414.5414
1368,166,1,645.3124,2886.3186,172155.7356,339,331648.1686,151649.1772,8673.2558
1369,164,2,1049.5271,5034.8756,169199.7771,334,327766.9912,151526.6223,7860.5919
1370,164,0,0.0,0.0,169702.2027,335,328380.9014,151105.1041,8393.5946
1371,165,0,0.0,0.0,171851.4162,338,330647.375,152011.8227,7609.1361
1372,166,0,0.0,0.0,173267.0533,341,332198.5388,152156.2443,7605.2412
1373,166,0,0.0,0.0,173602.3431,342,332669.5336,151535.3798,8361.8106
1374,168,0,0.0,0.0,174568.7494,343,333789.1807,151611.5667,8448.8646
1375,168,0,0.0,0.0,175666.5257,344,335028.9872,151791.0756,8411.3859
1376,168,0,0.0,0.0,176189.5009,345,335701.9813,151555.6071,8796.8732
1377,169,0,0.0,0.0,177433.2206,346,337099.9752,151951.5274,8560.2272
1378,167,3,1144.8418,6228.0854,172096.4729,337,330783.5924,150879.4856,8642.6339
1379,167,1,341.9459,1970.2794,171233.0647,335,329729.1917,150804.2322,8526.8948
1380,167,1,426.7303,2285.4791,170710.9857,334,328934.0646,151071.4449,7986.634
1381,167,0,0.0,0.0,172450.2361,337,330823.2114,151574.914,7633.0613
1382,169,0,0.0,0.0,172998.7815,338,331547.5105,151146.0021,8247.7269
1383,170,0,0.0,0.0,174420.6539,340,333142.514,151516.2491,8055.6109
1384,170,1,358.1746,2068.1651,174263.1993,341,332824.2943,151812.1764,7598.9186
1385,170,1,390.9296,2196.5114,173487.437,341,331864.0549,151591.7425,7634.8754
1386,170,0,0.0,0.0,174902.4883,344,333477.0775,151766.5558,7658.0334
1387,170,0,0.0,0.0,176329.9628,347,335102.9214,151953.4611,7669.4976
1388,171,0,0.0,0.0,176673.867,348,335656.0846,151389.6483,8447.5693
1389,171,1,318.116,1906.279,176950.1947,348,335826.2944,152040.7485,7690.3511
1390,171,0,0.0,0.0,178048.8047,350,337135.9954,152005.3074,7936.8833
1391,170,1,395.8246,2199.0131,176957.9706,347,335856.0682,151654.0034,8094.0942
1392,170,0,0.0,0.0,178793.6655,350,337886.3856,152258.7207,7683.9994
1393,170,0,0.0,0.0,179139.3592,351,338427.3059,151684.891,8453.0556
1394,169,1,415.7713,2246.331,179108.3429,351,338166.3972,152243.7193,7659.335
1395,169,0,0.0,0.0,180223.3518,353,339461.1009,152196.5613,7886.1878
1396,170,0,0.0,0.0,181345.9163,355,340771.518,152231.1858,8044.4159
1397,168,3,1269.0446,6858.5635,176362.9469,349,334717.2968,151572.6169,7621.733
1398,169,1,439.4467,2315.3463,174613.3847,347,332731.3642,150721.0501,8241.9293
1399,168,1,393.9925,2185.4051,173001.7934,343,330906.154,150108.0025,8636.3581
1400,167,1,380.4066,2112.4476,173277.7364,341,330977.6959,150908.399,7626.5605
1401,166,1,338.2497,1987.8243,172705.2133,341,330238.1248,150748.3281,7614.5833
1402,165,1,301.3322,1899.3996,172217.1285,341,329611.4267,150619.487,7599.8112
1403,166,0,0.0,0.0,172717.0988,342,330277.2332,150158.4762,8231.6582
1404,165,1,311.2967,1881.3056,172308.673,339,329717.4497,150259.6036,7974.1731
1405,164,1,401.8633,2211.6664,171880.0568,338,329037.5819,150404.7413,7572.7837
1406,164,0,0.0,0.0,172456.3646,339,329758.0625,149981.9642,8139.7337
1407,163,1,301.9617,1871.7147,171975.4028,338,329112.5585,150003.8887,7948.267
1408,163,1,363.4671,2073.5566,170867.1911,335,327780.1645,149614.0396,8113.9338
1409,164,0,0.0,0.0,171717.7461,336,328772.7631,149566.4415,8308.5756
1410,165,0,0.0,0.0,173363.5561,338,330570.3007,150137.9241,7893.8205
1411,164,2,1017.388,5106.6145,170018.6057,335,326374.3065,149641.055,7534.6458
1412,164,0,0.0,0.0,171410.003,338,327922.2526,149797.1493,7535.1002
1413,164,0,0.0,0.0,172487.2587,340,329155.2797,149729.9696,7758.0514
1414,163,1,491.4284,2493.3863,170541.0775,338,326869.9429,148867.2843,8276.5811
1415,163,0,0.0,0.0,172671.9219,341,329138.6308,149774.1048,7507.6042
1416,162,1,410.3982,2242.587,170931.0273,338,327126.9814,148880.4739,8125.4802
1417,162,0,0.0,0.0,171887.1421,339,328207.9154,148915.3642,8215.4092
1418,162,0,0.0,0.0,172460.2512,340,328900.4952,148706.7918,8543.4522
1419,163,0,0.0,0.0,174341.6916,342,330906.6676,149523.4228,7856.5532
1420,163,1,306.0747,1904.6504,172945.9181,340,329345.4997,148854.6151,8359.9665
1421,161,2,756.7991,4258.3818,169909.2932,334,325679.0472,148389.5669,8185.187
1422,161,0,0.0,0.0,172021.3373,337,327898.7269,149256.5687,7425.8209
1423,161,0,0.0,0.0,172919.7255,339,328908.0706,149028.9904,7764.3547
1424,160,3,1346.8692,7186.9996,167485.7707,333,322258.7129,148174.3881,7398.5541
1425,160,0,0.0,0.0,168853.9576,336,323741.2292,148291.1218,7396.1498
1426,160,0,0.0,0.0,169677.6446,338,324681.295,148024.1477,7779.5027
1427,162,0,0.0,0.0,171119.3316,340,326259.2263,148326.3456,7623.5491
1428,162,0,0.0,0.0,172736.2202,343,328016.2982,148689.4441,7400.6339
1429,162,1,442.5843,2364.7069,171266.7788,341,326257.5247,148038.6979,7762.048
1430,162,1,504.5393,2557.6519,169572.8306,338,324214.4663,147427.1579,8024.4778
1431,162,1,462.4849,2400.4393,168623.0686,335,322960.1547,147360.7042,7786.3819
1432,161,1,379.1195,2233.5099,167617.7315,334,321728.2972,147145.1466,7770.4191
1433,161,0,0.0,0.0,168467.0022,335,322719.5214,147040.2047,8017.3144
1434,161,0,0.0,0.0,169399.8022,336,323788.5366,147068.2843,8125.4501
1435,161,0,0.0,0.0,170919.4926,338,325438.9553,147537.3921,7787.0706
1436,162,0,0.0,0.0,172182.8641,340,326843.7415,147723.9176,7746.9598
1437,162,1,376.4803,2166.8978,170879.2331,337,325318.0737,147241.449,8007.3916
1438,163,0,0.0,0.0,172361.1108,339,326956.1193,147657.7708,7752.2378
1439,165,0,0.0,0.0,174119.8492,342,328896.7808,148195.4377,7406.4939
1440,166,0,0.0,0.0,175543.8307,345,330520.3822,148384.2797,7422.2717
1441,164,2,676.917,4055.3121,172925.2811,342,327424.4916,147900.398,7418.8125
1442,163,2,766.0202,4358.7567,169663.4717,336,323591.4549,147102.1739,7640.8093
1443,163,2,851.8351,4675.3913,165518.3409,330,318795.5179,145911.1153,8181.0617
1444,163,1,440.6207,2330.8218,164090.9125,328,317110.0498,145569.6082,8264.5291
1445,163,0,0.0,0.0,164842.987,329,318035.1812,145587.4894,8419.7048
1446,163,1,361.3376,2099.2102,163816.3413,326,316837.5295,145524.6381,8311.55
1447,162,1,495.0133,2563.169,162403.3273,324,315110.2183,145343.4209,8173.4701
1448,163,0,0.0,0.0,164412.1538,327,317300.1133,146225.7592,7477.2003
1449,163,1,302.3297,1880.9914,163075.2672,325,315858.7293,145558.0897,8040.3724
1450,163,0,0.0,0.0,163891.6141,326,316859.3995,145557.3364,8225.449
1451,164,0,0.0,0.0,165942.9846,329,319101.4316,146483.5399,7494.9071
1452,165,0,0.0,0.0,167298.2553,332,320664.5799,146689.1304,7502.1943
1453,165,0,0.0,0.0,168166.081,334,321739.022,146546.1049,7851.8361
1454,165,1,536.8281,2614.0057,167264.3253,333,320515.6566,146572.4971,7503.8341
1455,166,0,0.0,0.0,167759.0645,334,321234.2316,146181.4181,8123.749
1456,165,1,400.9801,2249.951,166438.6537,331,319729.9343,145880.6712,8235.6094
1457,165,0,0.0,0.0,168496.1814,334,321991.0368,146806.5268,7513.3286
1458,165,0,0.0,0.0,169873.9005,337,323574.3355,147020.9906,7504.4444
1459,164,1,342.9306,2036.4317,168163.6473,334,321725.5009,146148.7763,8233.0773
1460,163,1,587.8193,2786.3664,166213.2096,330,319374.6365,145619.6456,8356.7812
1461,163,0,0.0,0.0,167393.9346,331,320730.0165,145964.6864,8186.3955
1462,162,1,393.6777,2201.126,167253.4174,330,320365.2219,146471.8188,7449.9857
1463,162,0,0.0,0.0,167805.8588,331,321081.7738,146083.8585,8002.0565
1464,161,1,418.3251,2268.4468,166385.2212,328,319400.2401,145655.9,8164.119
1465,160,1,305.077,1890.973,165142.782,327,317996.8827,145255.3427,8398.758
1466,160,0,0.0,0.0,167456.3535,330,320440.3884,146399.8883,7384.1466
1467,159,1,382.2234,2151.8217,165847.6699,327,318582.8073,145595.5014,7934.636
1468,159,0,0.0,0.0,167753.5998,330,320608.2578,146305.0888,7344.5692
1469,159,0,0.0,0.0,168301.4303,331,321278.6581,145873.0,7899.2278
1470,159,0,0.0,0.0,169148.5803,332,322242.5722,145824.1645,8064.8274
1471,159,0,0.0,0.0,170073.965,333,323279.9011,145879.3529,8121.5832
1472,159,0,0.0,0.0,171694.7549,335,325007.9999,146435.802,7672.443
1473,159,0,0.0,0.0,172631.9299,336,326052.5383,146367.3096,7848.2988
1474,158,1,493.0499,2523.9201,172076.5366,336,325107.0181,146580.4902,7239.9912
1475,161,0,0.0,0.0,173475.7453,339,326641.3954,146725.884,7244.7661
1476,161,0,0.0,0.0,173998.9324,340,327303.8741,146242.9937,7866.948
1477,160,1,317.935,1951.9511,173534.8289,339,326656.4751,146312.7548,7608.8914
1478,160,0,0.0,0.0,175302.81,342,328550.7886,146815.1409,7232.8377
1479,160,0,0.0,0.0,176413.8063,344,329789.9392,146734.8179,7441.3151
1480,160,0,0.0,0.0,178063.2616,347,331565.2904,147094.9687,7207.06
1481,160,0,0.0,0.0,178922.576,349,332552.0557,146824.6478,7604.832
1482,159,1,368.6946,2164.3499,177748.4487,347,331132.7133,146400.9582,7778.3065
1483,159,0,0.0,0.0,179782.1631,350,333276.9388,147133.4784,7156.2973
1484,159,0,0.0,0.0,180320.4979,351,333928.7116,146618.1253,7785.0884
1485,158,1,341.5023,2041.1061,180374.9838,350,333748.6201,147048.6298,7115.0065
1486,157,1,380.9311,2187.7552,179118.1843,348,332212.862,146412.5851,7467.0926
1487,156,1,483.803,2511.7782,177498.0852,345,330199.8184,145761.825,7719.9082
1488,157,0,0.0,0.0,178519.2433,346,331311.7981,145780.2363,7797.3185
1489,156,1,310.736,1931.2603,177471.5665,344,330043.7965,145409.2979,7942.9321
1490,156,0,0.0,0.0,179783.3398,347,332432.68,146396.3366,7033.0036
1491,155,1,345.1585,2086.4084,179160.5513,346,331545.6512,146151.6687,7008.4312
1492,155,1,406.7566,2271.7164,178348.715,346,330412.4908,145846.8183,6991.9576
1493,156,0,0.0,0.0,179803.247,349,331957.2353,145948.1335,6985.8548
1494,153,3,1224.3489,6873.8465,173243.5681,341,324266.1862,144017.481,7770.1371
1495,153,0,0.0,0.0,174279.9553,342,325366.7294,144084.9379,7766.8363
1496,156,0,0.0,0.0,175344.113,343,326527.004,144194.0155,7768.8755
1497,156,0,0.0,0.0,177039.2343,345,328299.6123,144722.8148,7317.5631
1498,157,0,0.0,0.0,178820.6961,348,330195.789,145181.7224,6978.3705
1499,156,1,391.3299,2203.5344,177126.0034,346,328229.1849,144243.4426,7639.7388
1500,157,1,338.0997,2025.7567,176648.6911,344,327542.2525,144316.8392,7361.7222
1501,158,0,0.0,0.0,178449.7793,347,329480.0283,144817.9552,7002.2938
1502,158,0,0.0,0.0,179068.6451,348,330239.9097,144369.567,7591.6975
1503,158,0,0.0,0.0,180468.6795,350,331773.8561,144652.1031,7443.0735
1504,158,0,0.0,0.0,181831.8118,352,333268.4335,144857.5471,7369.0746
1505,159,0,0.0,0.0,182464.0497,353,334041.0026,144532.5169,7839.4359
1506,159,0,0.0,0.0,183590.639,354,335303.1398,144695.1367,7812.3641
1507,159,0,0.0,0.0,185195.2438,356,337037.3197,145179.0389,7458.037
1508,157,2,663.9458,4039.6962,183123.1727,352,334428.7102,145135.2962,6955.2413
1509,157,0,0.0,0.0,183980.8226,354,335399.2731,144824.7411,7378.7094
1510,156,2,630.205,3919.5036,181120.4615,349,332029.0429,144165.2887,7523.2927
1511,156,1,376.6128,2169.5439,179470.5495,347,330117.4395,143437.3381,7989.5519
1512,157,0,0.0,0.0,180624.2938,348,331384.5876,143685.0417,7860.2521
1513,157,0,0.0,0.0,182997.4034,351,333870.1099,144737.1169,6920.5896
1514,157,1,453.868,2392.9819,181221.3658,348,331768.2183,143811.492,7520.3605
1515,158,0,0.0,0.0,181830.8759,349,332505.765,143534.1119,7930.7772
1516,158,0,0.0,0.0,183612.7123,351,334410.5424,144199.8865,7387.9436
1517,158,1,454.2219,2486.2627,182444.6554,350,332921.7586,143917.7226,7349.3806
1518,159,0,0.0,0.0,184340.5488,353,334955.0573,144490.2015,6919.307
1519,157,3,1274.0251,6973.42,178860.1289,343,328352.5984,143369.4572,6908.0123
1520,156,2,864.7442,4674.3863,174722.1789,336,323493.1408,142005.7042,7545.2577
1521,154,2,744.1979,4310.3213,172444.9614,333,320594.729,142019.0574,6900.7102
1522,154,0,0.0,0.0,173045.0183,334,321305.8402,141576.3963,7454.4256
1523,155,1,333.4392,2038.8901,172948.2366,334,321004.4617,141930.2011,6901.0239
1524,156,0,0.0,0.0,174351.0782,337,322548.0748,142065.4697,6911.5269
1525,157,0,0.0,0.0,175766.3725,340,324117.1726,142213.7799,6922.0201
1526,156,2,700.634,4194.1594,173000.1191,337,320817.56,141673.9324,6923.5085
1527,157,0,0.0,0.0,173515.9845,338,321498.0941,141207.7187,7559.3908
1528,157,0,0.0,0.0,175528.5993,341,323669.2765,141983.0595,6942.6177
1529,157,1,391.0086,2273.6088,173857.579,338,321780.4967,141187.9884,7519.9292
1530,159,0,0.0,0.0,175330.88,340,323437.9323,141592.0555,7309.9967
1531,159,2,902.3814,4834.2467,171656.5432,334,319072.2763,140810.5965,7400.1366
1532,159,0,0.0,0.0,172657.2312,335,320269.0605,140849.6204,7557.2088
1533,159,0,0.0,0.0,174605.3323,338,322407.0988,141596.288,7000.4784
1534,159,0,0.0,0.0,175211.875,339,323204.7422,141221.5146,7566.3526
1535,157,2,968.9711,4995.5793,171099.3888,332,318306.5662,140246.0956,7746.0818
1536,154,3,1032.8449,6257.3538,166447.9097,325,312784.581,139780.0699,7326.6015
1537,154,0,0.0,0.0,167574.1333,327,314047.9818,139888.3485,7355.4999
1538,153,1,419.1364,2338.4073,166212.3444,324,312401.4213,139477.7714,7476.3056
1539,153,0,0.0,0.0,167050.6527,325,313361.5656,139431.0614,7644.8516
1540,153,1,380.1218,2180.7336,166353.0496,323,312412.5195,139513.8942,7310.5758
1541,153,0,0.0,0.0,167008.6936,324,313191.679,139289.3456,7658.6398
1542,151,2,908.1134,4832.551,164267.8989,320,309660.3685,139268.9711,6878.4984
1543,151,0,0.0,0.0,164850.0186,321,310348.367,138862.9747,7390.3737
1544,149,2,737.0556,4387.5147,162311.2561,318,307172.95,138766.1961,6840.4978
1545,149,0,0.0,0.0,163368.2245,320,308317.3097,138685.9955,7008.0897
1546,149,1,360.019,2147.3152,162141.1834,319,306827.803,138210.0815,7221.5381
1547,150,0,0.0,0.0,163383.2629,321,308170.0129,138394.2709,7142.4791
1548,149,1,342.3463,2056.244,162711.8364,319,307259.0796,138304.0973,6988.1459
1549,148,1,393.2828,2243.9144,161529.0997,318,305776.906,137889.2958,7098.5104
1550,147,1,347.838,2109.5691,161037.4225,318,305021.4035,137948.1297,6770.8513
1551,145,2,952.2119,4986.8103,156780.8583,314,299890.5297,136679.765,7154.9064
1552,144,1,411.4333,2269.1674,155454.1035,311,298212.6732,136237.3815,7241.1881
1553,143,1,366.2563,2163.7339,154282.5838,309,296724.2291,135906.5085,7250.1368
1554,143,1,334.6174,2022.3676,153239.7209,306,295398.9042,135614.1121,7260.0712
1555,142,1,317.2135,2053.5836,152540.7068,306,294428.1159,135603.7197,6993.6895
1556,142,1,308.9372,1944.3386,152138.4048,306,293766.4506,135659.3055,6678.7403
1557,142,1,394.7586,2217.6826,151164.8946,306,292456.4293,135327.6098,6673.9249
1558,143,0,0.0,0.0,152402.4905,309,293756.7142,135392.9413,6676.2823
1559,144,0,0.0,0.0,153651.508,312,295083.919,135470.3577,6682.0534
1560,144,0,0.0,0.0,154912.0976,315,296425.26,135551.8543,6681.308
1561,143,1,351.6498,2099.9663,153069.9558,312,294314.3383,134578.1192,7381.2633
1562,143,0,0.0,0.0,155012.1818,315,296325.3069,135361.5537,6666.5714
1563,144,0,0.0,0.0,156028.4464,317,297425.1776,135275.4145,6841.3167
1564,143,1,416.0905,2323.9977,154182.653,314,295246.7831,134445.4793,7333.6508
1565,141,2,943.0184,4970.1268,150118.9502,308,290311.4363,133549.2427,7348.2434
1566,142,0,0.0,0.0,150734.0672,309,290991.969,133419.1933,7548.7085
1567,142,0,0.0,0.0,151728.5306,310,292050.0766,133612.1304,7419.4156
1568,143,0,0.0,0.0,153314.3003,312,293708.0979,134183.7246,6925.073
1569,143,0,0.0,0.0,154383.1778,314,294854.376,134229.8377,6956.3605
1570,142,1,448.1202,2432.3137,153539.7571,312,293638.8799,134199.2595,6609.8634
1571,142,1,469.547,2493.0407,151577.5592,308,291289.2175,133310.118,7111.5403
1572,143,1,447.6735,2445.8992,150465.3554,306,289825.2278,133183.5458,6891.3266
1573,143,0,0.0,0.0,151442.1463,308,290895.4186,133180.878,6987.3943
1574,144,0,0.0,0.0,152340.1829,309,291898.0024,133160.3026,7117.5169
1575,144,0,0.0,0.0,153530.6244,311,293192.6648,133378.8867,7003.1537
1576,143,1,349.1995,2068.5931,152372.0559,307,291787.2892,133012.3611,7117.8723
1577,143,0,0.0,0.0,153708.6945,309,293213.9972,133332.146,6888.1567
1578,144,0,0.0,0.0,154696.2333,311,294302.6511,133340.2446,6986.1732
1579,145,0,0.0,0.0,156099.7706,313,295818.4708,133672.2323,6771.4679
1580,145,1,342.3661,2099.1183,154558.8101,312,294063.2004,133003.0804,7226.3099
1581,144,1,362.595,2155.7538,153723.358,311,292981.2376,132989.1061,6988.7735
1582,145,0,0.0,0.0,155364.9133,314,294740.9841,133497.6329,6603.4379
1583,146,0,0.0,0.0,156646.1666,317,296157.265,133632.8246,6608.2738
1584,145,1,511.2454,2620.8913,154583.2876,314,293719.1917,132744.0005,7116.9037
1585,146,0,0.0,0.0,156356.3704,317,295626.8066,133393.1901,6607.246
1586,146,0,0.0,0.0,157402.9582,319,296813.1255,133363.9677,6776.1996
1587,146,0,0.0,0.0,158870.7872,322,298417.2227,133679.8751,6596.5605
1588,144,2,1093.1807,5401.5966,153718.6164,315,292307.4732,131988.3386,7320.5182
1589,144,0,0.0,0.0,155711.8656,318,294414.7434,132857.3397,6565.5382
1590,145,0,0.0,0.0,156192.9821,319,295022.8485,132431.9951,7122.8713
1591,144,1,469.9363,2521.1772,155104.6785,316,293586.7031,132372.5864,6829.4382
1592,144,0,0.0,0.0,155664.6647,317,294261.089,132083.0239,7233.4004
1593,144,0,0.0,0.0,156819.5438,319,295524.1096,132335.2783,7089.2876
1594,144,0,0.0,0.0,157853.8031,320,296663.8278,132453.7629,7076.2618
1595,143,2,730.6874,4334.514,155378.8134,316,293570.7051,132419.2895,6487.6021
1596,145,0,0.0,0.0,156431.6744,318,294747.3896,132383.9298,6656.7853
1597,145,0,0.0,0.0,156915.9727,319,295356.8301,131992.6794,7173.178
1598,145,0,0.0,0.0,157884.1855,320,296444.3477,132101.5519,7183.6104
1599,145,0,0.0,0.0,158462.171,321,297137.8701,131936.9783,7463.7208
1600,144,1,361.2976,2148.5955,157353.7015,319,295777.6901,131819.9492,7324.0393
1601,144,0,0.0,0.0,159483.5224,322,298004.0182,132783.8889,6456.607
1602,143,1,407.9181,2279.1017,157786.043,320,295996.8821,131975.8275,6950.0116
1603,142,1,339.2248,2055.6269,156309.5976,318,294265.8225,131395.6884,7270.5365
1604,141,1,325.8259,2012.8303,155910.9329,318,293612.0664,131657.4931,6748.6405
1605,143,0,0.0,0.0,156407.3,319,294194.4515,131315.3453,7186.8062
1606,143,0,0.0,0.0,157040.4434,320,294900.3572,131193.8089,7381.105
1607,144,0,0.0,0.0,158224.6265,321,296175.7603,131529.3796,7141.7542
1608,143,2,871.1458,4760.9975,155501.6247,317,292685.3381,131515.9465,6382.7669
1609,139,4,1556.1319,8896.006,147891.4467,306,283615.6705,130055.7778,6363.446
