pas,valeur
105,189.073729
105,217.933955
105,220.671127
105,211.485843
105,232.414136
105,210.043509
105,218.767397
110,627.817769
110,637.467412
110,616.086311
110,644.360629
110,647.220567
110,631.30274
110,616.937569
110,648.433098
110,648.433098
110,603.796231
110,635.05256
110,606.921356
110,611.702509
110,588.394933
110,573.121167
110,567.928558
110,552.046553
110,535.709265
110,486.559151
110,478.908475
110,471.285733
110,467.398822
110,463.460801
110,434.441151
110,392.345656
110,392.961561
110,382.532025
110,395.342665
110,395.720691
110,369.888686
110,368.180903
110,349.868487
110,349.900798
110,345.286365
110,341.505646
110,316.431438
110,314.203261
110,302.980053
110,293.358856
110,282.926214
110,293.790435
110,278.765201
110,277.084071
110,270.314666
110,269.920901
110,249.955802
110,251.265332
110,245.350224
110,236.996957
110,259.883765
110,218.751697
110,213.950074
110,214.887384
110,210.618547
110,236.061928
110,237.362918
110,227.542079
110,244.581427
110,220.766534
110,228.838847
115,654.229956
115,660.483076
115,663.268227
115,649.403885
115,660.091602
115,656.715743
115,655.024614
115,654.851832
115,654.851832
115,661.056589
115,655.419013
115,650.824457
115,649.935478
115,612.841643
115,598.324587
115,593.384995
115,578.263077
115,562.68524
115,510.273317
115,502.948491
115,495.660529
115,491.942338
115,488.173756
115,460.349342
115,414.608912
115,415.188345
115,404.558236
115,422.130769
115,422.503186
115,391.849033
115,390.790215
115,372.741832
115,372.746314
115,367.786641
115,363.693492
115,334.40714
115,336.735671
115,319.82699
115,311.53194
115,305.95836
115,311.763888
115,301.406231
115,295.600789
115,288.602158
115,288.347101
115,272.12804
115,273.855104
115,268.023921
115,259.601997
115,277.4294
115,240.941828
115,236.737695
115,237.555438
115,232.496406
115,254.302215
115,254.201702
115,244.192337
115,258.56233
115,236.590032
115,243.904732
115,227.751085
115,240.322436
115,176.402602
115,212.549545
120,678.879518
120,674.616107
120,676.208397
120,683.602787
120,670.981169
120,676.682042
120,681.27119
120,681.999071
120,681.999071
120,669.272409
120,689.813799
120,692.622551
120,686.143437
120,636.039895
120,622.269623
120,617.580535
120,603.213811
120,588.394933
120,532.984709
120,525.990017
120,519.041588
120,515.494988
120,511.899075
120,485.304153
120,436.175228
120,436.717522
120,425.925155
120,448.062245
120,448.427892
120,413.192259
120,412.768924
120,395.04148
120,395.018757
120,389.739869
120,385.356223
120,352.042953
120,358.842728
120,336.400918
120,329.444006
120,328.700139
120,329.477913
120,323.783442
120,313.916519
120,306.720194
120,306.603992
120,294.197063
120,296.330949
120,290.618273
120,282.179921
120,294.858518
120,263.22835
120,259.65678
120,260.347787
120,254.52852
120,272.538072
120,271.040304
120,260.942508
120,272.745195
120,253.129641
120,259.640142
120,240.499733
120,249.281431
120,192.113854
120,219.13486
120,234.184432
120,233.471019
120,170.459048
125,738.991038
125,714.453238
125,716.067721
125,712.46003
125,736.328748
125,708.021076
125,717.680475
125,706.173335
125,706.173335
125,722.169659
125,722.243625
125,687.046996
125,720.336604
125,658.013151
125,644.974629
125,640.531661
125,626.909084
125,612.841643
125,554.685192
125,548.021385
125,541.413516
125,538.039412
125,534.617355
125,509.269654
125,457.004641
125,457.509548
125,446.589656
125,473.07739
125,473.435345
125,433.869983
125,434.064638
125,416.704608
125,416.655483
125,411.083045
125,406.430747
125,369.288764
125,380.44442
125,352.652972
125,347.034107
125,351.04801
125,346.873055
125,345.793829
125,331.960402
125,324.596324
125,324.617871
125,316.043443
125,318.57019
125,313.005062
125,304.596319
125,312.099097
125,285.464604
125,282.549071
125,283.108623
125,276.564182
125,290.677157
125,287.793693
125,277.659321
125,286.874265
125,269.747392
125,275.422599
125,256.086149
125,263.597402
125,211.769001
125,235.036806
125,246.298569
125,237.755871
125,240.579218
125,185.779734
125,161.404186
130,757.326704
130,756.608015
130,739.499632
130,762.842215
130,749.814032
130,750.223883
130,744.138239
130,764.093579
130,764.093579
130,743.762202
130,743.801668
130,725.175246
130,752.551851
130,678.791877
130,666.466082
130,662.263379
130,649.369035
130,636.039895
130,575.376487
130,569.041401
130,562.772042
130,559.569711
130,556.321006
130,532.224471
130,477.068839
130,477.536459
130,466.520318
130,497.134339
130,497.483888
130,453.845891
130,454.637953
130,437.682474
130,437.607882
130,431.76688
130,426.867377
130,386.103049
130,401.475717
130,368.541816
130,364.25054
130,372.915586
130,363.89884
130,367.350984
130,349.671547
130,342.167859
130,342.324996
130,337.564679
130,340.467896
130,335.074203
130,326.735119
130,329.088204
130,307.522909
130,305.276473
130,305.701978
130,298.471546
130,308.639052
130,304.391913
130,294.263055
130,300.874693
130,286.295709
130,291.114912
130,272.015293
130,278.559626
130,232.155894
130,252.210835
130,261.585409
130,252.372857
130,255.413409
130,279.257299
130,259.056553
130,267.934241
135,793.830298
135,811.006386
135,808.597905
135,792.65405
135,816.71853
135,781.279404
135,806.480028
135,799.356747
135,823.407711
135,781.916431
135,799.403551
135,767.080686
135,782.842083
135,698.411909
135,686.776778
135,682.807354
135,670.62154
135,658.013151
135,595.068432
135,589.057519
135,583.122109
135,580.089493
135,577.01225
135,554.159446
135,496.34959
135,496.780314
135,485.6959
135,520.206405
135,520.547015
135,473.094232
