step,n_entities_alive,n_entities_total,n_spawned,extraction_total,interest_paid_total,amortissement_total,credit_transactions,auto_invest_total,n_failures,destroyed_assets,redirected_claims,volume_prets_actifs,n_prets_actifs,actif_total_systeme,passif_total_systeme,liquidite_totale,mean_passif,mean_internal_rate
203,2,228,2,27.1056,0.0,0.0,0,201.9173,0,0.0,0.0,0,0,422.8345,581.9173,220.9173,290.9586,0.02882
204,4,232,4,86.6767,0.0,0.0,0,403.2935,2,0.0,0.0,0,0,844.587,1163.2935,441.2935,290.8234,0.028243
205,3,235,3,104.3076,0.0,0.0,0,301.9533,4,0.0,0.0,0,0,632.4066,871.9533,330.4533,290.6511,0.027508
206,1,236,1,60.0134,0.0,0.0,0,100.0957,3,0.0,0.0,0,0,209.6914,290.0957,109.5957,290.0957,0.025151
207,0,236,0,14.598,0.0,0.0,0,0.0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
208,1,237,1,13.342,0.0,0.0,0,100.8543,0,0.0,0.0,0,0,211.2086,290.8543,110.3543,290.8543,0.028378
209,2,239,2,42.1685,0.0,0.0,0,201.2468,1,0.0,0.0,0,0,421.4936,581.2468,220.2468,290.6234,0.027392
210,1,240,1,44.4501,0.0,0.0,0,100.454,2,0.0,0.0,0,0,210.408,290.454,109.954,290.454,0.026676
211,0,240,0,15.6098,0.0,0.0,0,0.0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
212,1,241,1,14.7682,0.0,0.0,0,101.5602,0,0.0,0.0,0,0,212.6205,291.5602,111.0602,291.5602,0.031373
213,1,242,1,29.35,0.0,0.0,0,99.7295,1,0.0,0.0,0,0,208.9589,289.7295,109.2295,289.7295,0.02359
214,0,242,0,13.6514,0.0,0.0,0,0.0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
