step,volume_joules,nb_entites,ratio_destruction
690,219.8154,1,0.25643
691,657.4324,3,1.0
694,219.2545,1,0.340158
695,439.2773,2,1.0
697,214.8287,1,1.0
699,220.9698,1,0.206893
700,870.3953,4,1.0
702,659.0417,3,0.758472
703,213.4586,1,0.501767
704,217.9452,1,1.0
706,213.1458,1,1.0
708,652.9554,3,1.0
715,664.36,3,0.756436
716,222.2249,1,1.0
718,432.9244,2,0.669063
719,222.9151,1,1.0
722,653.0739,3,1.0
726,430.0953,2,0.669395
727,219.0269,1,0.34339
728,424.8267,2,0.668071
729,215.9676,1,1.0
731,217.8892,1,1.0
733,646.4923,3,0.604551
734,433.7568,2,1.0
737,1084.5469,5,0.836421
738,218.283,1,0.50936
739,214.331,1,0.500968
740,221.3852,1,0.512502
741,214.8337,1,1.0
743,651.9003,3,0.606262
744,434.7512,2,0.507124
745,432.9485,2,0.506629
746,430.7279,2,0.671331
747,215.4557,1,0.505303
748,215.8049,1,1.0
750,212.0359,1,1.0
752,221.2705,1,1.0
754,219.2756,1,0.506241
755,222.0941,1,0.511373
756,218.7155,1,1.0
760,213.5638,1,1.0
762,430.3139,2,0.669575
763,218.8813,1,0.509966
764,214.5258,1,0.501967
765,219.9259,1,1.0
768,655.7533,3,0.756544
769,216.0242,1,1.0
771,430.3175,2,0.670416
772,216.9858,1,0.254371
773,654.3143,3,0.509348
774,641.7326,3,0.754368
775,211.3056,1,0.500487
776,215.6368,1,0.505537
777,215.6629,1,0.337081
778,436.5636,2,1.0
780,653.9123,3,1.0
782,212.3204,1,0.336178
783,425.8691,2,0.499635
784,441.8507,2,0.678777
785,211.6872,1,1.0
791,433.6302,2,1.0
793,441.6088,2,1.0
795,212.1616,1,0.166603
796,1092.9663,5,1.0
798,433.7084,2,0.503379
799,444.814,2,1.0
801,432.6175,2,0.506072
802,432.408,2,0.289986
803,1087.8742,5,0.838153
804,213.8101,1,1.0
806,217.0824,1,1.0
808,219.7771,1,1.0
811,212.4841,1,1.0
813,213.1573,1,1.0
815,653.1303,3,0.607343
816,432.4112,2,1.0
819,431.6644,2,0.668794
820,221.9699,1,1.0
823,219.0212,1,0.51075
824,213.2485,1,1.0
826,216.7253,1,1.0
828,433.6467,2,1.0
833,428.5706,2,0.67086
834,214.2677,1,0.502025
835,219.2517,1,1.0
837,437.7252,2,0.50892
838,432.4632,2,0.672782
839,214.5853,1,0.503646
840,216.9541,1,0.255434
841,646.3636,3,0.754467
842,214.5896,1,1.0
844,869.1183,4,1.0
846,212.5335,1,1.0
849,214.9424,1,0.335966
850,438.002,2,0.672285
851,221.4465,1,0.509572
852,220.5366,1,0.510538
853,216.6217,1,0.507023
854,215.0418,1,0.501175
855,222.5727,1,1.0
857,428.001,2,0.671746
858,211.8712,1,0.501096
859,215.8008,1,0.254664
860,644.8008,3,0.605081
861,429.2812,2,0.668659
862,219.7205,1,0.507232
863,221.3827,1,0.513475
864,213.1839,1,1.0
866,213.6254,1,0.334659
867,437.6447,2,0.675042
868,215.2703,1,1.0
870,221.8832,1,0.511349
871,218.1173,1,0.508392
872,215.6396,1,1.0
874,217.3534,1,1.0
876,437.0667,2,1.0
878,433.6373,2,1.0
880,212.6969,1,1.0
882,221.9614,1,1.0
885,430.4082,2,0.503716
886,436.3614,2,0.670661
887,223.0969,1,0.344689
888,436.4432,2,1.0
890,222.5279,1,1.0
893,221.0783,1,0.509393
894,220.15,1,0.341541
895,437.0624,2,1.0
897,221.1125,1,0.344105
898,430.6103,2,1.0
900,217.483,1,0.506188
901,218.5091,1,1.0
904,212.3898,1,1.0
906,430.1871,2,0.672698
907,212.2831,1,1.0
909,219.3383,1,0.510185
910,215.0396,1,0.336981
911,434.2515,2,0.674863
912,212.1126,1,0.499304
913,219.5675,1,0.511067
914,213.8621,1,1.0
916,213.1104,1,1.0
918,434.3136,2,1.0
920,221.5625,1,0.345103
921,428.466,2,1.0
923,222.3522,1,1.0
925,216.0023,1,0.502029
926,223.1437,1,0.209352
927,860.8329,4,1.0
930,430.7399,2,1.0
932,436.3933,2,0.507476
933,435.1794,2,0.670339
934,222.6045,1,0.514657
