# Historiques d'entités surveillées (snapshots toutes les freq_snapshot étapes)
entity_id,step,alive,creation_step,actif_liquide,actif_prete,actif_endoinvesti,actif_exoinvesti,actif_total,passif_inne,passif_endoinvesti,passif_exoinvesti,passif_total,extraction,interest_received,interest_paid,depreciation
1,0,1,0,6.245673,0.0,5.745673,0.0,11.991347,5.0,5.745673,0.0,10.745673,2.236068,0.0,0.0,0.244721
1,10,1,0,10.285452,0.0,46.356466,0.0,56.641918,5.0,46.356466,0.0,51.356466,51.626153,0.0,0.0,6.975582
1,20,1,0,15.434232,38.454743,78.811175,0.0,132.70015,5.0,78.811175,0.0,83.811175,80.294151,11.639763,0.0,15.875682
1,30,1,0,27.458018,60.92567,151.452453,0.0,239.83614,5.0,151.452453,0.0,156.452453,106.536512,29.053261,0.0,28.453783
1,40,1,0,19.329777,176.071612,188.297775,0.0,383.699164,5.0,188.297775,0.0,193.297775,129.53717,55.485636,0.0,41.159783
1,50,1,0,37.85084,279.943911,253.775629,0.0,571.570381,5.0,253.775629,0.0,258.775629,148.233071,93.653472,0.0,54.015326
1,60,1,0,31.205811,468.035827,307.058106,0.0,806.299744,5.0,307.058106,0.0,312.058106,168.309257,136.087145,0.0,69.667039
1,70,1,0,35.162669,718.251947,346.626687,0.0,1100.041303,5.0,346.626687,0.0,351.626687,184.185924,192.678365,0.0,83.122731
1,80,1,0,48.172396,923.052538,476.723958,0.0,1447.948891,5.0,476.723958,0.0,481.723958,207.3802,247.42065,0.0,106.893262
1,90,1,0,101.815711,1165.701448,598.762392,0.0,1866.279551,5.0,598.762392,0.0,603.762392,223.534968,317.8485,0.0,123.052808
1,100,1,0,55.696284,1757.768866,551.962837,0.0,2365.427986,5.0,551.962837,0.0,556.962837,237.744031,399.543365,0.0,138.138962
1,110,1,0,99.370424,2235.249091,632.256194,0.0,2966.875709,5.0,632.256194,0.0,637.256194,244.618151,505.392461,0.0,148.562889
1,120,1,0,69.832467,2899.434978,693.324665,0.0,3662.59211,5.0,693.324665,0.0,698.324665,266.230949,606.318767,0.0,176.833315
1,130,1,0,175.30352,3312.377589,983.764694,0.0,4471.445803,5.0,983.764694,0.0,988.764694,280.519022,727.510715,0.0,199.176044
1,140,1,0,112.671483,4138.33994,1121.714826,0.0,5372.726249,5.0,1121.714826,0.0,1126.714826,312.776637,833.470778,0.0,244.966969
1,150,1,0,221.008729,4942.529066,1232.119135,0.0,6395.656931,5.0,1232.119135,0.0,1237.119135,331.441911,962.082695,0.0,270.593924
1,160,1,0,205.046799,5951.83004,1373.882765,0.0,7530.759604,5.0,1373.882765,0.0,1378.882765,353.978593,1092.478914,0.0,311.354833
1,170,1,0,137.394809,7292.642907,1368.948088,0.0,8798.985803,5.0,1368.948088,0.0,1373.948088,371.867441,1238.062507,0.0,341.703749
1,180,1,0,180.017791,8229.59585,1795.177912,0.0,10204.791553,5.0,1795.177912,0.0,1800.177912,386.800774,1396.806063,0.0,377.801088
1,190,1,0,180.932738,9444.649051,1804.32738,0.0,11429.909168,5.0,1804.32738,0.0,1809.32738,430.177385,1512.143519,0.0,451.796873
1,200,1,0,282.304168,10878.090039,1869.101122,0.0,13029.495329,5.0,1869.101122,0.0,1874.101122,435.628933,1627.872056,0.0,463.974663
1,210,1,0,190.363206,12259.989143,1898.632061,0.0,14348.984411,5.0,1898.632061,0.0,1903.632061,439.071735,1752.314048,0.0,476.397246
1,220,1,0,208.595504,12623.521655,2080.955036,0.0,14913.072194,5.0,2080.955036,0.0,2085.955036,434.130278,1822.75666,0.0,469.091291
1,230,1,0,291.373276,13124.887,1912.385581,0.0,15328.645857,5.0,1912.385581,0.0,1917.385581,440.364104,1815.839094,0.0,472.862689
1,240,1,0,192.79385,14873.448951,1922.938498,0.0,16989.181299,5.0,1922.938498,0.0,1927.938498,439.682112,1918.533786,0.0,480.683182
1,250,1,0,195.505544,15914.537972,1950.055436,0.0,18060.098952,5.0,1950.055436,0.0,1955.055436,443.024046,2025.264189,0.0,487.814808
1,260,1,0,213.985345,17092.275934,2134.853449,0.0,19441.114728,5.0,2134.853449,0.0,2139.853449,444.662607,2185.414899,0.0,497.198197
1,270,1,0,244.923681,17246.819346,2444.236814,0.0,19935.979842,5.0,2444.236814,0.0,2449.236814,476.782623,2159.790127,0.0,565.873549
