step,value
0,8.468943
0,8.468943
0,8.468943
0,8.468943
0,8.468943
0,8.468943
0,8.468943
0,8.468943
0,8.468943
0,8.468943
0,8.468943
10,13.650319
10,13.650319
10,13.650319
10,13.650319
10,13.650319
10,13.650319
10,13.650319
10,13.650319
10,13.650319
10,13.650319
10,13.650319
10,11.067107
20,23.087272
20,23.087272
20,23.087272
20,23.087272
20,23.087272
20,23.087272
20,23.087272
20,23.087272
20,23.087272
20,23.087272
20,23.087272
20,20.176424
20,12.766546
20,11.067107
20,10.267949
20,9.521906
20,8.311026
20,7.963142
30,32.890792
30,31.913723
30,16.760282
30,33.044783
30,33.044783
30,33.044783
30,33.044783
30,33.044783
30,33.044783
30,33.044783
30,33.044783
30,30.029347
30,22.111534
30,20.176424
30,19.218148
30,18.266906
30,16.388736
30,15.46388
30,15.695919
30,14.583085
30,10.324018
40,35.233805
40,34.906483
40,10.768214
40,41.842406
40,41.842406
40,41.842406
40,41.842406
40,38.966368
40,38.966368
40,38.966368
40,38.966368
40,10.630104
40,32.037896
40,30.029347
40,29.028269
40,28.029733
40,26.041612
40,25.052735
40,23.534252
40,22.323251
40,18.70833
40,19.535097
40,19.535097
40,17.962663
40,17.962663
40,16.457829
40,9.100816
40,9.160119
50,38.19244
50,14.870452
50,14.110496
50,52.794257
50,52.205937
50,52.205937
50,52.205937
50,45.757265
50,45.757265
50,45.757265
50,42.133879
50,49.354797
50,42.139254
50,40.117515
50,39.106159
50,38.094752
50,36.072655
50,35.062419
50,31.920475
50,30.640657
50,26.785867
50,26.238574
50,26.238574
50,25.04619
50,25.04619
50,24.543356
50,22.584538
50,22.84058
50,22.229739
50,21.799837
50,17.574592
50,10.197252
60,58.201376
60,45.89927
60,34.156369
60,17.396741
60,17.273575
60,61.064279
60,61.064279
60,57.947121
60,57.947121
60,57.947121
60,50.59674
60,56.588099
60,52.181449
60,50.186242
60,49.18563
60,48.183203
60,46.173503
60,45.166545
60,40.561959
60,39.251657
60,35.276684
60,33.221649
60,33.221649
60,31.963739
60,31.963739
60,31.171313
60,29.370777
60,29.517928
60,28.91005
60,28.768154
60,26.672366
60,25.298416
60,23.631392
60,26.035472
60,25.180976
60,20.825513
60,8.901514
60,14.263494
60,8.90756
60,12.254032
70,77.058193
70,68.292511
70,61.535678
70,52.397737
70,52.154657
70,21.374637
70,21.261168
70,70.806587
70,68.53923
70,68.53923
70,64.673441
70,61.316676
70,62.004372
70,60.063242
70,59.087912
70,58.109538
70,56.144076
70,55.157207
70,49.247774
70,47.934659
70,43.932394
70,40.435618
70,40.435618
70,39.137475
70,39.137475
70,38.055923
70,36.346821
70,36.376153
70,35.7635
70,34.118316
70,33.319575
70,31.839077
70,30.553728
70,32.002964
70,31.63012
70,29.237823
70,27.838396
70,28.650145
70,27.753825
70,27.978488
70,26.626593
70,22.249759
70,21.754406
70,22.043768
70,10.77727
80,91.688729
80,86.803659
80,78.380372
80,70.933186
80,70.656517
80,88.886531
80,88.698563
80,79.841651
80,69.053684
80,69.053684
80,68.44491
80,65.365887
80,57.056817
80,69.628895
80,68.688921
80,67.745058
80,65.845953
80,64.890859
80,57.826699
80,56.530923
80,52.56879
80,47.728501
80,47.728501
80,46.414855
80,46.414855
80,45.066738
80,43.482258
80,43.393141
80,42.788442
80,39.62911
80,40.157503
80,38.525705
80,37.211446
80,37.232047
80,36.812706
80,35.811097
80,34.778713
80,35.672131
80,34.448253
80,34.979636
80,33.300256
80,31.055543
80,31.295643
80,31.524132
80,34.005429
80,31.798995
80,29.309393
80,25.178464
80,24.362503
90,97.748929
90,55.43539
90,90.443532
90,82.046772
90,71.401665
90,70.183817
90,54.352745
90,86.966316
90,69.51752
90,69.51752
90,69.006742
90,30.358085
90,79.33065
90,78.801353
90,77.903516
90,77.001236
90,75.183528
90,74.268196
90,66.189858
90,64.926071
90,61.053088
90,54.981303
90,54.981303
90,53.671573
90,53.671573
90,52.08221
90,50.645135
90,50.440782
90,49.853764
90,45.23461
90,47.082358
90,45.32877
90,44.005136
90,42.57735
90,42.110128
90,42.527346
90,41.473211
90,42.30048
90,41.018924
90,41.576099
90,39.93297
90,37.603595
90,37.780905
90,37.923394
90,38.926882
90,38.43766
90,37.331236
90,34.966177
90,34.207528
90,35.468429
90,28.049336
90,27.171116
90,26.370752
90,23.391253
90,22.176231
100,120.261689
100,36.543526
100,116.91429
100,106.29626
100,105.79405
100,36.494977
100,115.551864
100,110.199142
100,97.447468
100,114.231431
100,113.628959
100,104.667385
100,89.494764
100,87.527024
100,86.675621
100,85.819439
100,84.092841
100,83.222481
100,74.259896
100,73.038568
100,69.289902
100,62.103166
100,62.103166
100,60.812355
100,60.812355
100,59.007633
100,57.731864
100,57.41783
100,56.855591
100,50.857657
100,53.984087
100,52.135905
100,50.822814
100,47.974769
100,47.465668
100,49.291405
100,48.227443
100,48.973746
100,47.659286
100,48.22917
100,46.65457
100,44.253254
100,44.353507
100,44.406667
100,43.618438
100,43.062936
100,42.128745
100,40.46325
100,40.045708
100,41.610904
100,38.562058
100,36.088702
100,39.398736
100,39.763662
100,35.067937
100,38.460692
100,35.884539
100,11.976611
110,71.757754
110,115.667029
110,120.969483
110,123.56349
110,123.041849
110,102.460397
110,68.811752
110,39.329283
110,101.284554
110,88.074008
110,39.432495
110,110.550398
110,98.903491
110,95.773787
110,94.97122
110,94.163705
110,92.533876
110,91.711587
110,81.983551
110,80.811913
110,77.212069
110,69.025966
110,69.025966
110,67.765466
110,67.765466
110,65.770679
110,64.663455
110,64.246682
110,63.71423
110,56.434007
110,60.776814
110,58.857806
110,57.570733
110,53.359187
110,52.814214
110,56.006044
110,54.946192
110,55.603403
110,54.273816
110,54.848627
110,53.3626
110,50.924574
110,50.947034
110,50.911069
110,48.343338
110,47.701963
110,46.934514
110,45.980402
110,45.916252
110,46.090563
110,44.278896
110,42.312856
110,44.359179
110,44.525288
110,41.29583
110,43.512904
110,43.291816
110,43.242679
110,30.814661
110,28.993218
110,34.681994
110,34.852796
110,34.761188
110,29.196776
110,26.857651
110,21.020622
110,19.309518
110,11.884156
120,129.551702
120,78.796141
120,115.577805
120,114.507502
120,77.746711
120,121.893067
120,112.454216
120,96.810823
120,43.195632
120,126.286326
120,43.106246
120,121.132373
120,43.330147
120,103.52585
120,102.773084
120,102.015328
120,100.484845
120,99.71212
120,89.326204
120,88.20896
120,84.774142
120,75.699953
120,75.699953
120,74.478206
120,74.478206
120,72.317379
120,71.38096
120,70.869122
120,70.369817
120,61.911615
120,67.395086
120,65.425718
120,64.176385
120,58.676585
120,58.101456
120,62.595338
120,61.550624
120,62.114382
120,60.784134
120,61.357602
120,59.973912
120,57.528295
120,57.474441
120,57.351726
120,53.057032
120,52.336123
120,51.741917
120,51.505625
120,51.793022
120,50.5572
120,49.956083
120,48.552687
120,49.232958
120,49.146934
120,47.500451
120,48.076811
120,47.643153
120,47.793896
120,46.034806
120,45.093878
120,41.840532
120,41.973088
120,42.614657
120,44.240745
120,39.384783
120,40.241763
120,44.699704
120,44.192729
120,37.700866
120,34.761511
120,33.650309
120,28.372133
120,11.991347
130,113.565289
130,130.198307
130,47.866443
130,138.467893
130,126.662399
130,142.265663
130,135.051251
130,122.533051
130,83.611782
