step,n_entities_alive,n_entities_total,n_spawned,extraction_total,interest_paid_total,credit_transactions,auto_invest_total,n_failures,destroyed_assets,redirected_claims,volume_prets_actifs,n_prets_actifs,actif_total_systeme,passif_total_systeme,liquidite_totale,mean_passif,mean_internal_rate
0,11,11,1,24.5967,0.0,0,38.7464,0,0.0,0.0,0,0,131.9048,93.7464,93.1584,8.5224,0.171273
1,11,11,0,32.1125,0.0,0,35.5106,0,0.0,0.0,0,0,155.6999,123.4451,87.2548,11.2223,0.149255
2,11,11,0,36.8496,0.0,0,34.789,0,0.0,0.0,0,0,179.8007,147.9674,86.8333,13.4516,0.136327
3,12,12,1,42.5801,0.0,0,38.9022,0,0.0,0.0,0,0,215.6474,177.9245,97.7229,14.827,0.131066
4,12,12,0,46.0867,0.0,0,39.8765,0,0.0,0.0,0,0,241.1693,200.1123,101.057,16.676,0.123043
5,12,12,0,48.9328,0.0,0,41.4105,0,0.0,0.0,0,0,266.0854,220.506,105.5794,18.3755,0.117002
6,12,12,0,51.3918,0.0,0,43.2031,0,0.0,0.0,0,0,290.2619,239.6332,110.6287,19.9694,0.112132
7,12,12,0,53.5888,0.0,0,45.0896,0,0.0,0.0,0,0,313.6214,257.7778,115.8435,21.4815,0.108055
8,12,12,0,55.5896,0.0,0,46.9797,0,0.0,0.0,0,0,336.1157,275.0908,121.0248,22.9242,0.104562
9,12,12,0,57.4323,0.0,0,48.824,0,0.0,0.0,0,0,357.7152,291.6512,126.064,24.3043,0.101524
10,12,12,0,59.1403,0.0,0,50.5965,0,0.0,0.0,0,0,378.4037,307.5,130.9037,25.625,0.098854
11,13,13,1,62.9656,0.0,0,55.8069,0,0.0,0.0,0,0,410.1669,331.182,143.9849,25.4755,0.102243
12,13,13,0,65.1306,0.0,0,57.1111,0,0.0,0.0,0,0,431.1879,348.3658,147.8221,26.7974,0.098605
13,14,14,1,69.1806,0.0,0,62.0759,0,0.0,0.0,0,0,463.3235,372.9368,160.3867,26.6383,0.101256
14,15,15,1,73.7097,0.0,0,66.7769,0,0.0,0.0,0,0,496.7108,399.2732,172.4376,26.6182,0.102506
