K_receveuse,K_donneuse,principal,surplus,partage
700.0,767.0188679245283,33.509433962264154,0.014139989808867881,0.5114328637334696
700.0,777.622641509434,38.811320754716974,0.018768581482945024,0.5131511857039074
700.0,788.2264150943396,44.11320754716979,0.023993652000264376,0.514846840718943
700.0,798.8301886792453,49.41509433962267,0.029796594960174616,0.5165205025424234
700.0,809.433962264151,54.71698113207549,0.03615953458691479,0.518172815488117
700.0,820.0377358490566,60.01886792452831,0.043065289546078134,0.5198043960848253
700.0,830.6415094339623,65.32075471698113,0.05049733894644248,0.5214158346277559
700.0,841.2452830188679,70.62264150943395,0.05843979037079805,0.5230076966231774
700.0,851.8490566037735,75.92452830188677,0.06687734979244198,0.5245805241382775
700.0,862.4528301886792,81.22641509433959,0.07579529324588918,0.5261348370593755
700.0,873.0566037735849,86.52830188679246,0.08517944013065915,0.52767113426967
700.0,883.6603773584906,91.83018867924528,0.09501612803687465,0.5291898947496025
700.0,894.2641509433962,97.1320754716981,0.10529218899003467,0.5306915786078196
700.0,904.867924528302,102.43396226415098,0.1159949270204379,0.5321766280465602
700.0,915.4716981132076,107.7358490566038,0.12711209696985293,0.533645468267067
700.0,926.0754716981132,113.03773584905662,0.13863188445483132,0.5350985083190873
700.0,936.6792452830189,118.33962264150944,0.1505428869121559,0.5365361418987495
700.0,947.2830188679245,123.64150943396226,0.16283409565711793,0.537958748098201
700.0,957.8867924528302,128.94339622641508,0.17549487889108661,0.539366692110636
700.0,968.4905660377358,134.2452830188679,0.18851496559861403,0.5407603258938535
700.0,979.0943396226414,139.5471698113207,0.20188443027947756,0.5421399887951209
700.0,989.6981132075472,144.8490566037736,0.2155936784643302,0.5435060081398836
700.0,1000.3018867924528,150.1509433962264,0.22963343296655836,0.5448586997871212
700.0,1010.9056603773585,155.45283018867923,0.24399472082612306,0.5461983686531868
700.0,1021.5094339622642,160.7547169811321,0.2586688609044572,0.5475253092065245
700.0,1032.1132075471698,166.05660377358492,0.27364745209192165,0.5488398059349023
700.0,1042.7169811320755,171.35849056603774,0.28892236209225786,0.5501421337873182
700.0,1053.3207547169811,176.66037735849056,0.30448571675076863,0.5514325585917617
700.0,1063.9245283018868,181.96226415094338,0.32032988989502087,0.5527113374506999
700.0,1074.5283018867924,187.2641509433962,0.33644749365922166,0.5539787191156088
700.0,1085.132075471698,192.56603773584902,0.35283136926497605,0.5552349443417602
700.0,1095.735849056604,197.86792452830196,0.3694745782332234,0.5564802462246058
700.0,1106.3396226415093,203.16981132075466,0.3863703940034213,0.5577148505188158
700.0,1116.9433962264152,208.4716981132076,0.40351229393785104,0.5589389759410672
700.0,1127.5471698113208,213.7735849056604,0.4208939516902461,0.5601528344574879
700.0,1138.1509433962265,219.07547169811323,0.43850922991906316,0.5613566315567808
700.0,1148.754716981132,224.37735849056605,0.4563521733271756,0.562550566509753
700.0,1159.3584905660377,229.67924528301887,0.4744170020107674,0.5637348326161128
700.0,1169.9622641509434,234.9811320754717,0.49269810510122625,0.5649096174392851
700.0,1180.566037735849,240.2830188679245,0.5111900346848799,0.5660751030298602
700.0,1191.1698113207547,245.58490566037733,0.5298874999862946,0.5672314661383876
700.0,1201.7735849056603,250.88679245283015,0.5487853618016487,0.5683788784180993
700.0,1212.3773584905662,256.1886792452831,0.5678786271696623,0.5695175066181094
700.0,1222.9811320754716,261.4905660377358,0.5871624442679746,0.5706475127676061
700.0,1233.5849056603774,266.7924528301887,0.6066320975239634,0.5717690543515986
700.0,1244.1886792452829,272.0943396226414,0.626283002929263,0.5728822844785822
700.0,1254.7924528301887,277.39622641509436,0.6461107035480609,0.573987352040618
700.0,1265.3962264150944,282.6981132075472,0.6661108652098306,0.5750844018662412
700.0,1276.0,288.0,0.6862792723774405,0.5761735748665225
700.0,1286.6037735849056,293.3018867924528,0.70661182418241,0.577255008174699
700.0,1297.2075471698113,298.60377358490564,0.7271045306193287,0.5783288352796778
700.0,1307.811320754717,303.90566037735846,0.7477535088918472,0.579395186153754
700.0,1318.4150943396226,309.2075471698113,0.7685549799033211,0.5804541873747919
700.0,1329.0188679245284,314.5094339622642,0.7895052648852143,0.5815059622432145
700.0,1339.6226415094338,319.8113207547169,0.8106007821570458,0.5825506308940271
700.0,1350.2264150943397,325.11320754716985,0.8318380440118105,0.583588310404109
700.0,1360.830188679245,330.41509433962256,0.8532136537211414,0.5846191148950542
700.0,1371.433962264151,335.7169811320755,0.8747243026549114,0.585643155631746
700.0,1382.0377358490566,341.0188679245283,0.8963667675100027,0.5866605411168699
700.0,1392.6415094339623,346.3207547169811,0.918137907643505,0.5876713771815953
700.0,1403.245283018868,351.62264150943395,0.9400346625058305,0.5886757670725767
700.0,1413.8490566037735,356.92452830188677,0.9620540491689695,0.589673811535467
700.0,1424.4528301886794,362.2264150943397,0.9841931599462299,0.5906656088951087
700.0,1435.0566037735848,367.5283018867924,1.0064491600992085,0.5916512551325321
700.0,1445.6603773584907,372.83018867924534,1.0288192856283018,0.5926308439590114
700.0,1456.264150943396,378.13207547169804,1.0513008411432594,0.5936044668871117
700.0,1466.867924528302,383.433962264151,1.0738911978102834,0.5945722132991008
700.0,1477.4716981132076,388.7358490566038,1.0965877913725564,0.5955341705126621
700.0,1488.0754716981132,394.0377358490566,1.1193881202409557,0.5964904238441849
700.0,1498.6792452830189,399.33962264150944,1.1422897436523556,0.5974410566695907
700.0,1509.2830188679245,404.64150943396226,1.1652902798924316,0.5983861504828748
700.0,1519.8867924528302,409.9433962264151,1.1883874045802258,0.59932578495254
700.0,1530.4905660377358,415.2452830188679,1.211578849012568,0.6002600379758538
700.0,1541.0943396226417,420.5471698113208,1.2348623985650136,0.6011889857311964
700.0,1551.698113207547,425.84905660377353,1.2582358911479332,0.6021127027284153
700.0,1562.301886792453,431.15094339622647,1.2816972157148712,0.6030312618574143
700.0,1572.9056603773583,436.4528301886792,1.3052443108214078,0.6039447344349874
700.0,1583.5094339622642,441.7547169811321,1.3288751632325386,0.6048531902499574
700.0,1594.1132075471698,447.0566037735849,1.3525878065765227,0.60575669760672
700.0,1604.7169811320755,452.35849056603774,1.3763803200435234,0.6066553233672717
700.0,1615.3207547169811,457.66037735849056,1.4002508271271523,0.6075491329917425
700.0,1625.9245283018868,462.9622641509434,1.4241974944074514,0.6084381905775404
700.0,1636.5283018867924,468.2641509433962,1.448218530373552,0.6093225588971155
