# Statistiques résumées des distributions par grandeur et par pas
step,name,n,mean,std,min,q10,q25,median,q75,q90,q99,max
0,passif_total,131,8.5224,0.0,8.5224,8.5224,8.5224,8.5224,8.5224,8.5224,8.5224,8.5224
0,actif_liquide,131,8.4689,0.0,8.4689,8.4689,8.4689,8.4689,8.4689,8.4689,8.4689,8.4689
0,actif_total,131,11.9913,0.0,11.9913,11.9913,11.9913,11.9913,11.9913,11.9913,11.9913,11.9913
0,ratio_L_P,131,0.9937,0.0,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937
0,taux_interne,131,0.1713,0.0,0.1713,0.1713,0.1713,0.1713,0.1713,0.1713,0.1713,0.1713
0,levier_entite,131,0.7107,0.0,0.7107,0.7107,0.7107,0.7107,0.7107,0.7107,0.7107,0.7107
10,passif_total,133,41.7301,1.6118,27.0659,41.9275,41.9275,41.9275,41.9275,41.9275,41.9275,41.9275
10,actif_liquide,133,13.362,0.3481,10.1873,13.4047,13.4047,13.4047,13.4047,13.4047,13.4047,13.4047
10,actif_total,133,50.0921,1.9599,32.2532,50.3321,50.3321,50.3321,50.3321,50.3321,50.3321,50.3321
10,ratio_L_P,133,0.3204,0.0059,0.3197,0.3197,0.3197,0.3197,0.3197,0.3197,0.3463,0.3764
10,taux_interne,133,0.0775,0.002,0.0772,0.0772,0.0772,0.0772,0.0772,0.0772,0.0862,0.0961
10,levier_entite,133,0.8331,0.0006,0.833,0.833,0.833,0.833,0.833,0.833,0.8356,0.8392
20,passif_total,137,87.3864,10.9881,14.6048,89.5096,89.5096,89.5096,89.5096,89.5096,89.5096,89.5096
20,actif_liquide,137,21.6537,2.0664,7.9578,22.0487,22.0487,22.0487,22.0487,22.0487,22.0487,22.0487
20,actif_total,137,104.0401,13.0539,17.5626,106.5583,106.5583,106.5583,106.5583,106.5583,106.5583,106.5583
20,ratio_L_P,137,0.2515,0.0312,0.2463,0.2463,0.2463,0.2463,0.2463,0.2463,0.3905,0.5449
