step,volume_joules,nb_entites,ratio_destruction
394,741.0391,2,0.001624
396,296.8624,1,0.00065
398,635.5279,2,0.001384
399,320.3358,1,0.000702
400,384.8922,1,0.000842
401,339.755,1,0.000745
402,739.7624,2,0.001625
403,348.8853,1,0.00077
404,435.3243,1,0.000958
405,366.4323,1,0.000807
406,331.3194,1,0.00073
407,323.2459,1,0.000714
409,415.5925,1,0.000917
410,358.4909,1,0.000793
411,697.5557,2,0.001542
412,476.1173,1,0.001057
413,362.584,1,0.000808
415,427.4843,1,0.000951
417,380.5644,1,0.000847
418,919.2085,2,0.002052
421,866.1611,2,0.001926
422,450.2146,1,0.00101
423,469.3799,1,0.001052
424,357.4886,1,0.000801
425,756.1699,2,0.001699
426,878.4234,2,0.00199
427,349.3203,1,0.000799
428,334.6913,1,0.000767
429,381.481,1,0.000877
432,831.1386,2,0.001903
436,488.652,1,0.001113
438,822.4711,2,0.001871
439,439.4076,1,0.001006
442,450.9536,1,0.001029
445,391.6257,1,0.00089
447,872.1943,2,0.001979
448,798.963,2,0.001825
449,385.7979,1,0.000889
450,427.0179,1,0.000988
456,516.58,1,0.001173
460,469.5108,1,0.001058
468,460.9453,1,0.001019
472,902.5045,2,0.001973
473,537.1564,1,0.001183
478,554.2985,1,0.001204
487,394.4368,1,0.000839
488,598.9843,1,0.001278
490,449.4878,1,0.000959
493,467.6928,1,0.000991
494,383.9334,1,0.000815
495,409.1164,1,0.000871
498,402.3805,1,0.000854
500,541.3317,1,0.001149
501,597.8804,1,0.001271
506,395.3354,1,0.000832
507,522.3827,1,0.001103
508,376.195,1,0.000797
510,473.1573,1,0.001002
513,413.642,1,0.000873
516,579.4277,1,0.00122
520,537.2109,1,0.001124
521,875.4462,2,0.00184
525,1798.6732,4,0.003769
528,549.6776,1,0.001166
533,368.0816,1,0.000775
535,365.446,1,0.000767
541,1195.7035,2,0.002482
542,525.6338,1,0.001105
543,720.9978,2,0.001523
544,353.7028,1,0.00075
546,336.4699,1,0.000714
550,338.6927,1,0.000716
552,360.2441,1,0.000759
554,830.817,2,0.00175
557,806.5371,2,0.001699
558,387.4127,1,0.000824
559,457.8218,1,0.000972
562,455.1054,1,0.000967
564,419.1108,1,0.000892
567,425.5036,1,0.000902
570,537.5099,1,0.001138
572,423.9408,1,0.000897
577,420.5288,1,0.000876
584,427.6545,1,0.000874
589,409.8535,1,0.000832
594,868.7741,2,0.001731
597,350.8842,1,0.000703
598,502.3553,1,0.00101
605,449.6593,1,0.000887
610,427.1725,1,0.000833
612,506.7793,1,0.00099
614,465.433,1,0.000906
619,1014.9135,2,0.001955
624,412.7912,1,0.000794
626,1067.8436,2,0.002046
627,462.5878,1,0.00089
629,470.7506,1,0.000908
633,866.1167,2,0.001653
636,909.3842,2,0.001737
641,450.4181,1,0.000858
642,405.3163,1,0.000775
643,1001.2881,2,0.001919
644,487.4983,1,0.000944
648,944.7041,2,0.001822
649,384.3852,1,0.000749
650,353.8654,1,0.000691
651,360.2475,1,0.000706
655,359.1013,1,0.000697
660,373.0233,1,0.000714
666,515.0558,1,0.000967
669,781.1793,2,0.001464
670,370.8421,1,0.000701
671,355.8147,1,0.000671
676,1148.5559,2,0.002146
677,629.561,1,0.00119
679,976.8149,2,0.001849
686,414.3507,1,0.000779
691,438.0724,1,0.00081
693,329.8286,1,0.00061
696,371.193,1,0.000681
705,498.9014,1,0.00089
713,967.0012,2,0.001683
716,957.5781,2,0.001677
723,408.6732,1,0.000703
724,857.8258,2,0.001478
727,588.7856,1,0.00102
728,599.6576,1,0.00104
729,838.7869,2,0.001462
730,402.3553,1,0.000706
731,492.6324,1,0.000867
733,951.2278,2,0.001678
741,371.2318,1,0.000642
742,1038.8571,2,0.001803
743,1201.4949,2,0.002103
745,441.6535,1,0.000778
746,645.6349,1,0.001136
755,382.6769,1,0.000657
758,382.5051,1,0.000652
761,631.8139,1,0.001074
762,477.7959,1,0.000816
765,1050.098,2,0.001785
767,506.7198,1,0.000866
768,378.3447,1,0.000649
