horizon,n_runs,alive_final_mean,alive_final_sd,alive_final_ci95_halfwidth,late_alive_mean_mean,late_alive_mean_sd,late_alive_mean_ci95_halfwidth,late_active_loans_mean,late_active_loans_sd,late_active_loans_ci95_halfwidth,late_loans_per_alive_mean,late_loans_per_alive_sd,late_loans_per_alive_ci95_halfwidth,beta_late_mean,beta_late_sd,beta_late_ci95_halfwidth,hazard_late_mean,hazard_late_sd,hazard_late_ci95_halfwidth,hidden_fragility_ratio_final_mean,hidden_fragility_ratio_final_sd,hidden_fragility_ratio_final_ci95_halfwidth
400,4,702.5,35.892199709686224,65.93858504446898,643.825,25.176383527027873,46.25225312844466,2729.34375,63.24625802913175,116.19150672096798,4.177839771621144,0.23407145211816172,0.4300193489620667,0.0514744905718857,0.0033975165245580486,0.006241674628654795,0.0016618046765149875,0.0002506942798620472,0.0004605576205011596,0.901283403159228,0.008456474581178446,0.015535630940918439
1000,4,554.25,37.33882028131044,68.59621300710897,621.7895,26.85804391146161,49.34167944312587,4265.8975,33.48799818964975,61.52175777628165,6.9339451559890275,0.2930346082013633,0.5383422467875028,0.07338449004827717,0.004702238917000084,0.008638617394195153,0.0035280045759408856,0.0001830547985451271,0.00033629519782284525,0.8942711739412335,0.011562290655876812,0.021241414343174204
