theta,lambda_creation,n_candidats_pool,alive_final_mean,alive_final_sd,late_credit_tx_mean,late_credit_tx_sd,late_active_loans_mean,late_active_loans_sd,late_loans_per_alive_mean,late_loans_per_alive_sd,late_failures_per_step_mean,late_failures_per_step_sd,late_secondary_share_mean,late_secondary_share_sd,late_secondary_per_fragile_mean,late_secondary_per_fragile_sd,hidden_fragility_ratio_final_mean,hidden_fragility_ratio_final_sd,rmst_full_mean,rmst_full_sd,survival_full_mean,survival_full_sd
0.35,2,3,554.25,37.33882028131044,45.5045,0.946408342101864,4265.8975,33.48799818964975,6.9339451559890275,0.2930346082013633,2.189,0.035818989377144665,0.3045364038732556,0.014741130266544517,0.4385499345365822,0.0311466179270749,0.8942711739412335,0.011562290655876812,334.45772020985765,15.15472544053322,0.08651791795403857,0.006272521650433777
